place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Bánh Canh Cua Hoàng Lan,Min Luna,1.0,2 năm trước,Trải nghiệm cực tệ. Bánh canh vị khá là hóa học vì cho nhiều bột ngọt. Ăn xong vẫn còn ngọt trong miệng. Không xứng đáng với giá 70k. Quán nhỏ không gian hẹp nên khá nóng. Quá tệ! Trải nghiệm 1 lần và sẽ không quay lại,google_maps_reviews_20260514_020235.csv,trải nghiệm cực tệ bánh canh vị khá là hóa học vì cho nhiều bột ngọt ăn xong vẫn còn ngọt trong miệng không xứng đáng với giá k quán nhỏ không gian hẹp nên khá nóng quá tệ trải nghiệm lần và sẽ không quay lại,47,1,0,1,1
Bánh Canh Cua Hoàng Lan,Madlei V,1.0,11 tháng trước,"Trước đây mình rất thích ăn ở đây, nhưng dạo này thấy giá tăng khá nhiều mà khẩu phần và chất lượng lại không còn như trước. Hy vọng quán xem lại để giữ chân khách quen.",google_maps_reviews_20260514_020235.csv,trước đây mình rất thích ăn ở đây nhưng dạo này thấy giá tăng khá nhiều mà khẩu phần và chất lượng lại không còn như trước hy vọng quán xem lại để giữ chân khách quen,37,1,0,0,1
Bánh Canh Cua Hoàng Lan,04 -Vũ Thủy Nhật Anh,1.0,2 năm trước,"Bánh canh topping đặc biệt, RUỒI HẦM, rụng cả chân cả cánh :))) tính tiền thì 153k cho 2 tô, t chỉ vô con ruồi xong lấy 150k :))))))))",google_maps_reviews_20260514_020235.csv,bánh canh topping đặc biệt ruồi hầm rụng cả chân cả cánh tính tiền thì k cho tô t chỉ vô con ruồi xong lấy k,26,1,0,0,1
Bánh Canh Cua Hoàng Lan,Thuan Gia,1.0,8 tháng trước,"Mua 3 phần, kèm bánh quẩy giá 230k.
Trời mưa không để ý, về đến nhà không thấy bánh quẩy đâu?????
Gọi hỏi thì nói mình quên lấy????? Cái này quán phải tự bỏ vào cho khách chứ sao …",google_maps_reviews_20260514_020235.csv,mua phần kèm bánh quẩy giá k trời mưa không để ý về đến nhà không thấy bánh quẩy đâu gọi hỏi thì nói mình quên lấy cái này quán phải tự bỏ vào cho khách chứ sao,38,0,1,0,0
Bánh Canh Cua Hoàng Lan,Tran Nguyen,1.0,7 tháng trước,Bánh canh cua ko có gì đặc biệt. Giá quá cao so với mặt bằng trong hẻ. 75k 1 tô . Bánh quẩy có 1 chút mà tính 3k. Khăn giấy tính thêm tiền. Ko đáng so với giá tiền.,google_maps_reviews_20260514_020235.csv,bánh canh cua ko có gì đặc biệt giá quá cao so với mặt bằng trong hẻ k tô bánh quẩy có chút mà tính k khăn giấy tính thêm tiền ko đáng so với giá tiền,37,1,0,0,1
Quốc Dân Quán - Tiệm Bia Hơi Gò Vấp,Hoài Nhơn Phan,1.0,4 tuần trước,Trái cây cắt để lên mặt bàn bàn như này thì có vệ sinh ko hả?,google_maps_reviews_20260224_213846.csv,trái cây cắt để lên mặt bàn bàn như này thì có vệ sinh ko hả,16,0,0,1,0
Quốc Dân Quán - Tiệm Bia Hơi Gò Vấp,Thanh Thư,1.0,2 tuần trước,"đã đặt bàn note rõ 2ng, qua đến nhận bàn thì qli thái độ với nv với khách đuỗi khách đi ? lần đầu trải nghiệm cũng như lần cuối",google_maps_reviews_20260224_213846.csv,đã đặt bàn note rõ ng qua đến nhận bàn thì qli thái độ với nv với khách đuỗi khách đi lần đầu trải nghiệm cũng như lần cuối,29,0,1,0,0
Dookki Vincom Phan Văn Trị,Hoa Trần Thị,1.0,một năm trước,"Nay e vs bạn e có đi ăn tổng 5 người muốn đổi bàn ngồi cho đủ nhưng nv thái độ cực kì tệ khiến  mik thấy khó chịu , trải nghiệm ko tốt khi đến trải nghiệm .",google_maps_reviews_20260224_213846.csv,nay e vs bạn e có đi ăn tổng người muốn đổi bàn ngồi cho đủ nhưng nv thái độ cực kì tệ khiến mik thấy khó chịu trải nghiệm ko tốt khi đến trải nghiệm,36,0,1,0,0
Dookki Vincom Phan Văn Trị,Thanh Binh Tran,1.0,một năm trước,"Lâu rồi mới quay lại Dooki thì thật sự khó hiểu sao chỗ này vẫn hot lun á 😥 đồ ăn nóng thì LẠNH và KHÔ, đồ nhúng lẩu thì bắt phải xách dụng cụ trên bàn đi lấy. Không hiểu tiếc với khách mấy cái dĩa làm gì??",google_maps_reviews_20260224_213846.csv,lâu rồi mới quay lại dooki thì thật sự khó hiểu sao chỗ này vẫn hot lun á đồ ăn nóng thì lạnh và khô đồ nhúng lẩu thì bắt phải xách dụng cụ trên bàn đi lấy không hiểu tiếc với khách mấy cái dĩa làm gì,48,1,1,0,0
Dookki Vincom Phan Văn Trị,Bo Cung,1.0,8 tháng trước,Bữa mình đi chủ nhật cũng khá đông vô từ 6h10 xong 7h nó đã đuổi mình ra rồi haizz :)),google_maps_reviews_20260224_213846.csv,bữa mình đi chủ nhật cũng khá đông vô từ h xong h nó đã đuổi mình ra rồi haizz,20,0,1,0,0
Dookki Vincom Phan Văn Trị,류영습,1.0,7 tháng trước,"This place do dont know how to mix sauces. Too light to eat, so should pour a lot,, but too weak.
I have visited many DooKKi places, bit here is the worst.",google_maps_reviews_20260224_213846.csv,this place do dont know how to mix sauces too light to eat so should pour a lot but too weak i have visited many dookki places bit here is the worst,32,1,0,0,0
Dookki Vincom Phan Văn Trị,26. Nguyên Phạm Thảo,1.0,7 tháng trước,"Đồ ăn ít điên, đồ chiên thì nguội nói chung không có gì để mà hài lòng",google_maps_reviews_20260224_213846.csv,đồ ăn ít điên đồ chiên thì nguội nói chung không có gì để mà hài lòng,17,1,0,0,0
