place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Bánh xèo Cuội 3 restaurant ( Authentic Vietnamese Cuisines) & Ha Noi Egg Coffee,B,1.0,2 năm trước,"Tôi đến đó vì được Google đánh giá cao, nhưng không ngon lắm. Đồ ăn chỉ tạm được. Giá hơi đắt, và tôi nghĩ sẽ ngon hơn nếu tôi ăn ở bất kỳ nhà hàng địa phương nào gần đó... …",google_maps_reviews_20260514_020235.csv,tôi đến đó vì được google đánh giá cao nhưng không ngon lắm đồ ăn chỉ tạm được giá hơi đắt và tôi nghĩ sẽ ngon hơn nếu tôi ăn ở bất kỳ nhà hàng địa phương nào gần đó,40,1,0,0,1
Tá Lả Quán - Quán Ăn Ngon Phạm Văn Đông,Tam Cao,1.0,2 năm trước,"Đồ ăn tệ, giá lại trên trời, không xứng đáng số tiền bỏ ra.",google_maps_reviews_20260130_001008.csv,đồ ăn tệ giá lại trên trời không xứng đáng số tiền bỏ ra,14,1,0,0,1
Bánh xèo Cuội 3 restaurant ( Authentic Vietnamese Cuisines) & Ha Noi Egg Coffee,배건희,1.0,một năm trước,"Tất cả đồ ăn đều mặn và không thể ăn được. Nước dùng bún chả nhạt nhẽo như nước biển. Rau muống cũng mặn như nước biển. Cơm chiên cũng tạm được.
Hình như có nhiều đánh giá vì sự kiện đánh giá. …",google_maps_reviews_20260514_020235.csv,tất cả đồ ăn đều mặn và không thể ăn được nước dùng bún chả nhạt nhẽo như nước biển rau muống cũng mặn như nước biển cơm chiên cũng tạm được hình như có nhiều đánh giá vì sự kiện đánh giá,43,1,0,0,0
Tá Lả Quán - Quán Ăn Ngon Phạm Văn Đông,Nguyễn Cường,1.0,2 năm trước,"Đồ ăn tệ, thịt cháy đen",google_maps_reviews_20260130_001008.csv,đồ ăn tệ thịt cháy đen,6,1,0,0,0
Bánh cuốn Hải Nam,Ngoc quang Nguyen,1.0,3 năm trước,Bán bánh cuốn và các món khác giá cắt cổ. Chỉ có 2 miếng chả để riêng ra cũng phải tính tiền. Nhân viên có thái độ rất tệ với khách hàng khi đặt phần ăn giá thấp …,google_maps_reviews_20260514_020235.csv,bán bánh cuốn và các món khác giá cắt cổ chỉ có miếng chả để riêng ra cũng phải tính tiền nhân viên có thái độ rất tệ với khách hàng khi đặt phần ăn giá thấp,37,0,1,0,1
Bánh xèo Cuội 3 restaurant ( Authentic Vietnamese Cuisines) & Ha Noi Egg Coffee,링고Momo,1.0,một năm trước,"Hamjyongs r뢈들보세용용이🤎
Hầu hết các món Hanjyong ㅅr ram ở đây. Chắc hẳn có rất nhiều vì được đánh giá tốt, nhưng Juncha thì đặc biệt. Họ thậm chí còn không đưa cho bạn găng tay vinyl …",google_maps_reviews_20260514_020235.csv,hamjyongs r뢈들보세용용이 hầu hết các món hanjyong ㅅr ram ở đây chắc hẳn có rất nhiều vì được đánh giá tốt nhưng juncha thì đặc biệt họ thậm chí còn không đưa cho bạn găng tay vinyl,37,3,1,0,0
Boulevard Café,The Truth,1.0,một năm trước,"Ghé nhiều lần nhưng đồ ăn vẫn vậy!!!
Nguội, mặn, mắc!
Not recommended at all because everything wasn’t good especially their food !!!",google_maps_reviews_20260514_132752.csv,ghé nhiều lần nhưng đồ ăn vẫn vậy nguội mặn mắc not recommended at all because everything wasn t good especially their food,23,1,0,0,1
Thức Coffee,Hoan Truong,1.0,3 năm trước,"Mình có sử dụng dịch vụ ở quán vào lúc 12h30 chiều ngày 7/6/2022 mọi thứ đều ổn, trừ bạn nhân viên thu ngân rất là có thái độ với mình.",google_maps_reviews_20260130_001008.csv,mình có sử dụng dịch vụ ở quán vào lúc h chiều ngày mọi thứ đều ổn trừ bạn nhân viên thu ngân rất là có thái độ với mình,30,0,1,0,0
Boulevard Café,Saya Kisaragi,1.0,một năm trước,"+ Cho hỏi cà phê sữa pha phin (Số 1) có gì khác với những loại thức uống khác mà lại lâu ra. Cuối cùng thì người tới sau, order sau lại có trước.
+ Sự việc xảy ra tại phòng lạnh vào CN/17/11/2024, khoảng gần 12h. Thời gian tới …",google_maps_reviews_20260514_132752.csv,cho hỏi cà phê sữa pha phin số có gì khác với những loại thức uống khác mà lại lâu ra cuối cùng thì người tới sau order sau lại có trước sự việc xảy ra tại phòng lạnh vào cn khoảng gần h thời gian tới,47,0,1,0,0
Boulevard Café,ZhiCheng Zhen,1.0,3 năm trước,Chúng tôi gọi nước ép dưa hấu và nước ép cam. Họ cho quá nhiều đường vào nước ép dưa hấu. Nước cam thì quá mặn! 2 ly đều không uống được. Đừng đến đây!! Đồ ăn mất hơn 90 phút. TRÁNH XA!,google_maps_reviews_20260514_132752.csv,chúng tôi gọi nước ép dưa hấu và nước ép cam họ cho quá nhiều đường vào nước ép dưa hấu nước cam thì quá mặn ly đều không uống được đừng đến đây đồ ăn mất hơn phút tránh xa,41,1,1,0,0
Bánh Đúc và Cháo sườn Quang Gánh 2,Thảo,1.0,3 năm trước,Với mình bánh đúc ở đây dở nha,google_maps_reviews_20260224_185005.csv,với mình bánh đúc ở đây dở nha,8,1,0,0,0
