place_name,user,rating,time,text
Cơm Gà Chị Tư - Hoàng Diệu,Kim Hà,1 sao,8 tháng trước,"Mình ăn ở đây cũng mấy lần.
Lần đó đang trong trường đói quá mình đặt qua web của quán. Ko nhận món.
Mình nhắn zalo cũng ko trả lời luôn.
Thất vọng"
Cơm Gà Chị Tư - Hoàng Diệu,S,1 sao,6 tháng trước,"Một sao cho nhân viên thân thiện và nhà hàng đẹp, nhưng gà thì khô quá, cơm thì không ngon. Vị nhạt nhẽo! Tiếc là không quay lại."
Cơm Gà Chị Tư - Hoàng Diệu,Khong hieuduoc,1 sao,2 năm trước,"Đồ ăn ngon, phục vụ ok. Nhưng trong cơm có gì vậy?"
Cơm Gà Chị Tư - Hoàng Diệu,Nguyễn Sơn,1 sao,2 năm trước,"Khi bạn gặp tình huống gặp phải một quán cơm gà phục vụ tệ, bạn có thể sử dụng các câu nói sau để thể hiện sự không hài lòng một cách ngầu và lịch sự: …"
Cơm Gà Chị Tư - Hoàng Diệu,Linda To,1 sao,2 năm trước,"Đồ ăn ok nhe.
Nhưng nhân viên ốm ốm có mục ruồi trên mặt có vẻ ko hoan nghênh khách hàng ăn ít (sorry tui phải tả như vậy vì nhân viên ở đây ko có bảng tên). Nếu ko muốn nói …"
Cơm Gà Chị Tư - Hoàng Diệu,Triều Nguyên Nguyễn,1 sao,4 năm trước,"Nói thật là mình hết sức thất vọng luôn, gà mình thấm hai tờ giấy dầu ăn mà vẫn dầu, đã vậy còn nhạt, nước sốt thì càng tệ. Thôi, dù gì thì từ nay về sau mình cũng sẽ không ghé quán này nữa. Mình cũng không muốn nói quá đáng nhưng với số tiền 90k một dĩa cơm như vậy thì các bạn nên xem lại"
Cơm Gà Chị Tư - Hoàng Diệu,Hung Cam Thai,1 sao,Thời gian chỉnh sửa: 2 năm trước,"43 đánh giá và 11 phần trăm là 1 sao! Quán cơm gà không có gà trưng bày. Lần đầu tiên tôi thấy điều này. Nếu bạn đi vệ sinh, bạn sẽ thấy gà chín đựng trong túi ni lông, trông thật kinh tởm, thậm chí không phải trong nồi hay xô, mà là trong túi ni lông!"
Cơm Gà Chị Tư - Hoàng Diệu,Huỳnh Tuyết Anh AETP-,1 sao,2 năm trước,"Quán làm thiếu muỗn đỉa , tài xế lại kh làm cho tài xế, nhân viên thì giỡn , có đơn thì không kêu tài xế lấy"
Cơm Gà Chị Tư - Hoàng Diệu,Phương Bùi,1 sao,3 năm trước,Nhân viên nói chuyện bố láo
Cơm Gà Chị Tư - Hoàng Diệu,Minh Tien Do Bui,1 sao,một tháng trước,"Ăn trưa 12h30
- Xin chén nước mắm gừng ăn gà -> mắm mua thêm tiền nên đành ăn gà chấm xì dầu
- Mua ly trà đá, kiu bán thêm ly nữa -> Hết trà. …"
Cơm Gà Chị Tư - Hoàng Diệu,Alexandre Curé,2 sao,một năm trước,Dịch vụ tương tự như ngoài đường phố nhưng giá gấp đôi.
Cơm Gà Chị Tư - Hoàng Diệu,Monica Nguyen,2 sao,3 tuần trước,"Cơm nhão ko tơi, gà ổn khẩu phần như hình là 59k khá thất vọng"
Cơm Gà Chị Tư - Hoàng Diệu,Hanh Nguyen,3 sao,một năm trước,"Mẹt gà ta mà gà mềm xèo như gà công nghiệp ý, còn phần bơ để trên cơm ăn chung mình thấy không liên quan lắm, dù gì cũng chấm mắm với muối ớt xanh rồi mà.
Phá lấu lòng gà thì hơi nhạt, ko có mùi vị của phá lấu mấy.
Chắc đến đây thì nên thử cơm gà chiên hơn là món này."
Cơm Gà Chị Tư - Hoàng Diệu,Le Hung,3 sao,6 tháng trước,Các món cơm gà ... ok
Cơm Gà Chị Tư - Hoàng Diệu,Thủy Đỗ Lệ,3 sao,một năm trước,"Em ăn món cơm gà luộc chặt miếng bóp gỏi. Như quán để thông tin là gà ta, mà e ăn gà hắn mềm không giống gà ta chút nào luôn á. Gà luộc kỹ dẫn đến chín quá mức nên ăn rất ngán ạ. Em là đứa đạo cơm gà luộc bóp gỏi - mà e chê mạnh gỏi quán …"
