place_name,user,rating,time,text
Buffet Gánh Khách Sạn Palace,Hien Dinh Thu (Dinh Thu Hien),2 sao,một năm trước,"Vị trí trung tâm Saigon, đồ ăn được, dịch vụ rất kém, nhân viên phục vụ kiểu thời bao cấp rất chán, bầu không khí ngồi tạm đc."
Buffet Gánh Khách Sạn Palace,cattuong doan,2 sao,một năm trước,"Giá ok. Thức ăn ko đa dạng, nguội lạnh, chưa hết giờ buffet (14h) mà em gái mình lấy bún bò thì bếp kêu “đổ rồi”. Đã gửi góp ý tới quản lý về thái độ thiếu chuyên nghiệp"
Buffet Gánh Khách Sạn Palace,Obasan Go,3 sao,6 năm trước,"So với giá cả thì chất lượng món thua xa Hoàng Yến buffet. Đồ ăn ít, hươbg vị cũng không tinh tế, nhân viên phục vụ bình thường hơi kém chuyên nghiệp. Không gian lại chật hẹp, trang trí thiếu độc đáo và sáng tạo. …"
Buffet Gánh Khách Sạn Palace,tran kieu lai thuy,3 sao,2 năm trước,"Hôm nay 20/11/2023 chúng tôi đi ăn buffet gánh Palace ở tầng 6 khách sạn Palace đường Nguyễn Huệ. Sảnh ngồi thoáng mát, đồ ăn tương đối hấp dẫn với nhiều món ăn Việt Nam như bánh xèo, bánh khọt, bì bía, bì cuốn, các món ốc... Đặt biệt món …"
Buffet Gánh Khách Sạn Palace,Theodore Han,3 sao,5 tháng trước,Đồ ăn ổn. Khá ổn so với một khách sạn.
Buffet Gánh Khách Sạn Palace,Trường Thơm Ngô,3 sao,2 năm trước,"đặt buffet cho 160 phần mà đồ ăn ít, lên món chậm."
Buffet Gánh Khách Sạn Palace,Luke Koning,3 sao,2 tháng trước,"3,5/10"
Buffet Gánh Khách Sạn Palace,pm lai,3 sao,5 tháng trước,"Đồ ăn ở mức trung bình. Tôi đã thử gần như tất cả mọi thứ: mỗi món một miếng. Ngoại trừ bánh crepe Việt Nam, ngon và giòn, các món khác đều ở mức trung bình hoặc hơi nhạt nhẽo. Bánh crepe được làm theo yêu cầu. Các món tráng miệng Việt Nam …"
Buffet Gánh Khách Sạn Palace,Tram TTP,4 sao,8 tháng trước,"Để có một chỗ hẹn hò ăn uống vào trưa Sg nắng nóng thì nhóm tụi mình đã chọn dùng buffet tại KS.
Vào đầu tuần,nhưng lượng khách khá đông. …"
Buffet Gánh Khách Sạn Palace,Anh Tuyet,4 sao,một năm trước,"Không đông như bên Đồng Khởi nhưng chất lượng cũng ok lắm, nhân viên hơi lười giao tiếp, chỗ ngồi rộng rãi thoáng, nên thử."
Buffet Gánh Khách Sạn Palace,Phuc Tung,4 sao,6 năm trước,Sinh nhật của Cha... 15/06/2019
Buffet Gánh Khách Sạn Palace,Thiên Thiên,4 sao,2 tháng trước,"Ngon, sạch đẹp, gần phố đi bộ Nguyễn Huệ."
Buffet Gánh Khách Sạn Palace,Emile Costa,4 sao,3 tháng trước,"Một địa điểm tuyệt vời, nơi bạn có thể thử mọi thứ.

Tiếc là cà phê không miễn phí. 😅 …"
Buffet Gánh Khách Sạn Palace,胡志明上门服务Outcall&Incall,4 sao,một tháng trước,"Nhà hàng buffet của khách sạn Royal Palace nằm ở trung tâm Quận 1, sở hữu không gian ăn uống rộng rãi với tầm nhìn tuyệt đẹp ra phố đi bộ Nguyễn Huệ. Thực đơn đa dạng các món ăn Việt Nam, trong đó các món truyền thống như nem rán và tôm …"
Buffet Gánh Khách Sạn Palace,Hoang Nguyen,5 sao,3 tháng trước,"Mình vừa có dịp ghé Buffet Gánh tại Palace Hotel và thực sự hài lòng. Điểm cộng lớn nhất là không gian nhà hàng rất thoáng, view nhìn thẳng xuống phố đi bộ Nguyễn Huệ cực đẹp, ngồi ngắm cảnh phố xá lúc lên đèn hay ban ngày đều rất chill. …"
Buffet Gánh Khách Sạn Palace,Thach Do,5 sao,6 tháng trước,"Không gian thoáng.
Thức ăn nêm nếm ngon, thức ăn đa dạng, nhiều món đặc trưng của Việt Nam. Đặc biệt món bánh khọt nước cốt dừa và bánh xèo."
Buffet Gánh Khách Sạn Palace,KITTY Shop,5 sao,5 tháng trước,"Không gian thoáng rộng, nhiều món ăn ngon, nhân viên phục vụ nhiệt tình. Sẽ quay lại ủng hộ."
Buffet Gánh Khách Sạn Palace,Hoàng Minh Nguyễn,5 sao,5 tháng trước,"Một địa điểm lý tưởng để dùng bữa trưa, hội họp bạn bè tám đủ chuyện trên đời.

- Vị trị đắt địa ngay trung tâm Nguyễn Huệ …"
Buffet Gánh Khách Sạn Palace,Anna Li•Hathaway,5 sao,2 tháng trước,"Ăn cũng được, nêm nếm vừa miệng, có nhiều món ăn đa dạng phù hợp với mọi người, khá vắng."
Buffet Gánh Khách Sạn Palace,Trâm Bích,5 sao,Thời gian chỉnh sửa: 5 tháng trước,"Không gian ấm cúng, quầy đồ ăn trang trí đẹp và sang trọng, món ăn nấu vị vừa phải, hợp khẩu vị."
Buffet Gánh Khách Sạn Palace,Thịnh Ngọc,5 sao,Thời gian chỉnh sửa: 6 tháng trước,"Món ăn ngon , thích các món bánh 3 miền ở đây rất ngon
Có view nhìn xuống đường"
Buffet Gánh Khách Sạn Palace,Selena Duong,5 sao,một năm trước,"Đồ ăn tươi ngon, hợp khẩu vị, nêm nếm đậm đà.
ngoại trừ món sushi.
Mình thích món bánh khọt, chân giò hầm củ sen, sò vẹo nướng mỡ hành, ốc bưu. …"
Buffet Gánh Khách Sạn Palace,Oanh Nguyễn,5 sao,5 tháng trước,"Khách sạn Palace nằm ngay trung tâm đường Nguyễn Huệ Quận 1. Thức ăn rất ngon, không gian rộng rãi, ấm cúng, rất thích hợp cho họp mặt gia đình và  bạn bè mà giá chỉ có 299k/khách"
Buffet Gánh Khách Sạn Palace,Ngânn Ngânn,5 sao,6 năm trước,Đồ ăn khá là ngon. Vị trị mình ngồi View củng ok. Nhưng hôm mình đi thì lại ăn nhầm ngay tôm càng bị hư. :((
Buffet Gánh Khách Sạn Palace,My mèo,5 sao,5 tháng trước,"Ngon , sạch sẽ , phục vụ tốt , món ăn đa dạng vừa miệng
Sẽ quay lại thêm nhiều lần nữa"
Buffet Gánh Khách Sạn Palace,HH KV,5 sao,Thời gian chỉnh sửa: 5 tháng trước,"Dịch vụ rất tốt, nhân viên vui vẻ thân thiện. Tôi đã đến trải nghiệm nhiều lần. Các bạn đến trãi nghiệm nhé"
Buffet Gánh Khách Sạn Palace,Mai Thanh Huy-12D,5 sao,Thời gian chỉnh sửa: 5 tháng trước,"Menu hấp dẫn
Giá cả cực kỳ hợp lý so với các nhà hàng khu vực Quận 1
Nhân viên chu đáo, nhiệt tình …"
Buffet Gánh Khách Sạn Palace,QUYEN TRAN,5 sao,9 tháng trước,"Nhà hàng tọa lạc ngay phố đi bộ Nguyễn Huệ , không gian xịn xò , vào là thấy “chill” liền.
Món ăn Việt Nam 3 miền , ăn 1 lần nhớ mãi: bánh xèo, bánh khọt…. …"
Buffet Gánh Khách Sạn Palace,myloan nguyenthi,5 sao,9 tháng trước,"Nhà hàng ngay trên đường Nguyễn Huệ, dùng Buffet xong có thể đi tham quan xung quanh và chụp ảnh
Buffet nhiều món ăn truyền thống Việt Nam, hợp khẩu vị, nhân viên nhiệt tình, sẽ quay lại cùng với gia đình."
Buffet Gánh Khách Sạn Palace,Ngoc Nguyen,5 sao,một năm trước,"Đồ ăn okie, nguyễn huệ mà giá cả phải chăng, nên đi sớm hoặc gọi điên đặt chỗ trước ngồi bàn view đẹp"
Buffet Gánh Khách Sạn Palace,Duy Trần Quốc Khương,5 sao,5 tháng trước,Quá tuyệt vời
Buffet Gánh Khách Sạn Palace,My Dung Tran,5 sao,một năm trước,"nhiều món ngon, nhân viên nhiệt tình, nhà hàng sạch sẽ"
Buffet Gánh Khách Sạn Palace,Hồng Nam,5 sao,10 tháng trước,"Không gian thoải mái, view phố đi bộ"
Buffet Gánh Khách Sạn Palace,Quang Nguyen,5 sao,một năm trước,Tôi đến đây ăn trưa vào thứ Sáu. Thức ăn tươi ngon. Phục vụ tốt. Không gian dễ chịu để trò chuyện với gia đình và bạn bè.
Buffet Gánh Khách Sạn Palace,TONY LAM,5 sao,3 tuần trước,"Trải nghiệm ẩm thực đặc biệt tại Buffet Gánh! Không gian nơi đây tái hiện hoàn hảo nét quyến rũ của Sài Gòn xưa, tạo nên một địa điểm tuyệt vời để thưởng thức bữa ăn [3].

Thức ăn mới là điểm nổi bật thực sự - hương vị Việt Nam đích thực với vô số món ăn đa dạng, từ hải sản tươi sống đến các món ăn đường phố truyền thống được yêu thích [1, 2]. Mọi thứ đều tươi ngon, được trình bày đẹp mắt và hấp dẫn. Nhân viên phục vụ chu đáo và chuyên nghiệp, đảm bảo ly của chúng tôi không bao giờ cạn [3]. Rất nên thử nếu bạn đang tìm kiếm một nhà hàng buffet chất lượng cao ở trung tâm thành phố."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Giàu Võ Thành,1 sao,2 tháng trước,"Đồ ăn với mức giá này thì không thể mong đợi nhiều hơn, khá ổn. Nhưng về nước uống đá tan ra nghe mùi rất lạ, hôi thuốc tẩy. Đặc biệt là nhân viên cực kì thái độ, lơ khách lun, hỏi "" dạ ngồi bàn dưới này được không chị"" tự nhiên không trả …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Minh Tú,1 sao,5 tháng trước,cảm thấy thất vọng vì không ngon như lời đồn. Mình đi vào buổi tối quầy line nhỏ ít món lấy đồ ăn phải chen chúc chờ đợi lâu ngoài ra  không có món chế biến sẵn bún ăn lẩu hết. Thật sự thất vọng vì đi từ xa đến nhưng trải nghiệm không như …
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Trương Kim Ngân MATM28C,1 sao,4 tháng trước,"Mình vừa đi ăn ở quán về mà cảm xúc thật sự tệ. Tới quán lúc 3h hơn gần 3 rưỡi gì đó, bước vô quán nhân viên k hướng dẫn gì cất xe hay gì, mình tự đi vào trong ánh mắt không quan tâm của nhân viên. Gửi xe xong bước vô thì nhân viên mới kêu …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Minh Thư,1 sao,3 tháng trước,"Thấy seeding trên FB rầm rộ quá, đi ăn coi thử ra sao vì thấy trên clip anh chủ hỏi quán có nên bán thêm buffet nước hay kh :D Lần đầu thấy có vụ buffet đồ chiên ntn mà kh có nước pvu kèm. …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),JTNaBe e,1 sao,4 tháng trước,"Trải nghiệm tệ từ đồ ăn đến cách cư xử.
Nhân viên bàn vé thái độ chảnh, cơ sở vật chất tệ, bàn nhỏ, nhà vệ sinh gớm cực kỳ, đóng riêu (Đừng nói với mình là buffet 89k ko được đòi hỏi gì, mình đã đi …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Mỹ Lan Ngô Thị,1 sao,2 tháng trước,"vừa đi ăn về, theo cảm nhận mình thấy mình chưa hài lòng về vấn đề fill đồ ăn lắm, mình đến lúc tầm 20h khách còn đông, các bạn lại không fill đồ, hỏi gì cũng hết 🤡 chỉ còn vài cái cơ bản nên mình thấy trải nghiệm mình hôm nay tệ, chưa phù hợp giá tiền …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Hoàng Nguyễn,1 sao,4 tháng trước,Lên món chậm mà được cái còn chiên không đúng kiểu ha quán
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Wenci Tran,1 sao,3 tháng trước,"Đồ ăn dở, dồi xụn thì quá hôi, buffet ch bao gồm nước (mua thêm chai nước pepsi 14k/1chai nhỏ)
Ví dụ ăn dư 100gam thu phí thì ko ns, đằng này ăn thừa 1 viên thu 5k. …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),tai tuan,1 sao,7 tháng trước,Trong đồ ăn có móng tay ạ . Không chỉ 1 lần mà trong hộp của em có tận 3 cái móng tay ạ
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Pham Tam,1 sao,5 tháng trước,"Mắc, dở, nhân viên thái độ kém.
Giá 79k vô ăn mấy cục bột chiên? Thêm gia vị mắm tỏi thì thêm tiền riêng. Uống nước tính riêng, ly đá không 2k, thu tiền gửi xe 3k mà dắt muốn trầy xe ngta …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Cheese Man,1 sao,6 tháng trước,"Mình đi 1 mình và đến tầm 7:20, phải đến 8:20 mới ra món nên phải kêu gói mang về. Lần thứ 2 đi ăn ở quán nên tưởng đợi 15-20 phút là có món như lần trước nên mihf gắp ít. Hên là vẫn được gói mang về nhưng được phần tý tẹo."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Đặng Thanh,1 sao,7 tháng trước,"Phải nói gì để RECOMMEND cho quán nhỉ?
Rất chiiiiii là......
1. Không biết mn đi ăn để ý không? Fill đồ ăn gì mà lôi từ trong tủ lạnh ra một …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Thùy Tiên NNT,1 sao,3 tháng trước,"Cần xem lại thái độ nhân viên nha
Lần nào đi cũng mặt khó chịu
Lần này vô thái độ đuổi lun ấy chứ. Vô 20h30 Không nhận nữa thì có thể nói …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Phong Le,1 sao,7 tháng trước,"Buffet 79k quá dở tệ, toàn bột với cá ăn rất ngán, chiên không giòn, không biết cá gì ăn rất bở, có mùi rất hôi tanh thúi, không nuốt nổi, phải nhả ra ngay, còn có xương cá to bằng móng tay, trẻ em ăn dễ bị hốc xương, lẩu thái dở tệ, không …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),thuỳ anh,1 sao,6 tháng trước,"nhân viên thái độ, lỡ nói nhầm bàn xong nói lại ngay vẫn nhăn mặt cau mày tỏ vẻ thái độ nhất là bà chị đeo kính đứng note chảo, lẩu cho khách. chi nhánh nhỏ phục vụ dth bao nhiêu qua chi nhánh thống nhất ăn mất cả ngon lẩu trong rau cải thì …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Minh Ngoc,1 sao,5 tháng trước,"bf 79ka quá mắc xiên thì ít loại để ngay mặt đường đủ thứ loại bụi, giá này mà còn k kèm nước uống, không gian thì nóng chật, đã vậy còn thu 3k gửi xe, nchung là một lần và mãi mãi k quay lại đánh giá thật lòng cho những ai chưa tới"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),thảo nguyễn,1 sao,6 tháng trước,"mình khá khó chịu vì quán chiên mắm tỏi rất chán, mình ăn đã 4 lần và còn ăn từ lúc quán chạy thử vì cái loại viên chiên khá đa dạng nhưng điểm trừ rất lớn là chiên mắm tỏi thật sự quá hời hợt, mình đã dặn rất kĩ bạn đứng ở quầy fill là …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Tuan anh Pham,1 sao,7 tháng trước,"Chỗ ngồi nóng
Nhân viên thái độ
Đi đông người, ăn buffet dư là điều ko tránh khỏi. Nv chỉ rình khách ăn xong là lao ra đếm từng viên để phụ thu. 5k/viên."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Mai Thanh Nguyễn Thị,1 sao,5 tháng trước,"Vô tình vào quán, buffet cá viên 79k giá quá mắc, nước thì mua riêng. Đã thế thêm 3k tiền gửi xe"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Hùng Phạm,1 sao,3 tháng trước,"Nhân viên có mắt như mù, gọi chiên mắm tỏi nhưng đem ra chiên bình thường, đã vậy còn đợi rất lâu :)"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Tuan Tran,1 sao,7 tháng trước,"Thật sự mình là người bụng dạ rất tốt, nhưng ăn được 30p cảm thấy hơi đầy bụng, cảm giác rất dễ ợ hơi lên (kiểu muốn buồn nôn, ko có ý ác cảm đâu). Nên mình đi về khá sớm, trộm vía nhân viên ko take care lắm, khách đang ăn thì nô đùa mà sân …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Ôm Ry,1 sao,5 tháng trước,632 Luỹ Bán Bích mà lụm nhaa kkkk lâu lâu đổi quán mà t thấy chán nản đi ăn mà cảm thấy áp lực toàn để bản cảnh báo
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Hương Xuân,1 sao,8 tháng trước,"Thấy trên tiktok nên đi ăn thử. Trải nghiệm của mình khi đi ăn ở đây thì mới vô , chủ ( Minh cá viên ) ở đây rất nhiệt tình niềm nở , tất cả các bạn nhân viên ở đây rất dễ thương NHƯNG chỉ riêng 1 bạn nhân viên nữ mặc áo trắng đứng ở quầy …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Sơn vlogs,1 sao,7 tháng trước,"Đồ ăn quầy line nguội
Mất tiền gửi xe
Viên chiên bở …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Thùy Duyên,1 sao,8 tháng trước,"Hôm nay 9/9 mình đi ăn thử lần đầu mà đợi món chiên rất lâu hơn 30p trong khi bàn kế bên đến sau thì lại có trước, ng ta ăn xong về luôn rồi bàn số 9 mình vẫn chưa có:)) mình có ra nói có khi nào bị lạc phần của mình k thì bảo k đâu chiên …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),ANH PHẠM TUẤN,1 sao,7 tháng trước,"Chê, rất chê nha, nv cực thái độ, coi dư từng viên để phụ thu 5k/viên."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Phạm Nguyễn Chí Tài,1 sao,5 tháng trước,nhân viên bán vé rất thái độ khách hàng!
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Phạm Thảo Nguyên,1 sao,7 tháng trước,"không được chọn chỗ ngồi, chỗ ngồi ẩm ướt, chỗ để xe ngập nước"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Mĩ Diên,1 sao,Thời gian chỉnh sửa: 7 tháng trước,chắc do nhà t xui ăn xong bị đau bụng đi ngoài quá tr 🥹🥹 …
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Ivy,1 sao,3 tháng trước,Nhân viên thái độ với khách hàng
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Nguyen K.,1 sao,8 tháng trước,"Không được chọn chỗ , chỗ ngồi ẩm và nhiều muỗi"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Hiền Lưu,1 sao,6 tháng trước,Việt nam 1 sao còn 5 sao là cờ Trung Quốc
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Sơn Nguyễn Thanh,1 sao,7 tháng trước,Đồ ăn bị chua và nguội
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Tuan Pham,1 sao,7 tháng trước,Ăn không ra gì - dịch vụ kém
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Kiệt Nguyễn Ngọc,1 sao,7 tháng trước,chưa ăn nên ko bt
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Nghiệp Trần,1 sao,7 tháng trước,Ăn xong vãi chubin liên tục
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),van hu le,1 sao,5 tháng trước,Không nên thử
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Nhân Võ Thành,1 sao,một tuần trước,Thất vọng
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),30. Trần Quốc Thái,1 sao,3 tuần trước,"Cũng vì tò mò đi ăn theo TikTok mà chưa bao giờ mình ăn một cái quán cá viên nó tệ như này, hôm mình đi là tối thứ 5, nhân viên quán thái độ cực kì tệ hại cảm giác mình bỏ tiền ra ăn mà như là đi ăn xin mấy bạn đó, đồ ăn thì cực kỳ dở mình …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Thich Bui,1 sao,3 tuần trước,T2 6/4 mình có ghé quán khi tới quầy đồ ăn kèm trong khay shushi có một con gì đó ngọ nguậy trông khá giống như giun hay con gì đó có báo nhân viên thì đã lấy tay khậy ra rồi và thất vọng chỗ ko làm lại chỗ shushi đó mà để v luôn
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),trang bảo,1 sao,3 tuần trước,đồ ăn cũng bình thường mình thấy giá tiền kh phù hợp với số tiền ấy mình có thể chọn chỗ tốt hơn
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),22-Hà Ngọc Huy Hoàng,1 sao,3 tuần trước,"Mình coi qua facebook thấy cũng hấp dẫn
Tới trải nghiệm thì ko như mình mong muốn
Đồ ăn bình thường …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Hồ Thiện Hiếu,1 sao,một tháng trước,"dịch vụ khá tệ, không biết train nhân viên
mình đi 5 người, muốn ngồi ngoài cho thoáng nhưng được yêu cầu ngồi trên lầu; lên lầu được xếp bàn ở trong mình muốn ngồi kế ban công cho mát thì nhân viên yêu …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Trixie Nguyen,1 sao,một tháng trước,Với 86K mà mua được 1 hộp khác gì mua ở xe cá viên ngoài mà gọi kà buffet ?? GIAN THƯƠNG
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Nghĩa Võ Trung,1 sao,một tháng trước,"quá tệ, đợi món rất lâu, quầy line thiếu rất nhiều món không như quảng cáo, kêu chủ lên thì chả có được chữ XIN LỖI nào cả, vậy mà dám reply đánh giá của vợ mình là có xin lỗi, lên thiếu điều muốn cự lộn với mình :))) thích thì đối chứng :))) làm chủ kinh doanh mà muốn bật tay đôi với khách. lần đầu cũng như lần cuối"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Trân trân,1 sao,một tháng trước,"Quá tệ, chờ món RẤT LÂU và KHÔNG NHẬN ĐƯỢC 1 CÂU XIN LỖI từ quán. Hết những món ăn kèm và hết vài món đồ chiên vẫn nhận khách, lần đầu ăn và cũng là lần cuối cùng"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Mèo Con Biết Đi,1 sao,một tháng trước,"tệ, đợi chờ món rất lâu, đồ ăn nêm nếm quá dở, quán không đủ công suất phục thì từ chối phục vụ, nhận khách xong đợi rất lâu tận 40p nhưng ăn vào thì quá tệ, mắm tỏi thì mặn chát, đồ chua thì hết, dưa leo hết, quá nhiều món hết, quầy line hết đồ ăn nhưng vẫn nhận khách. nói chung là tệ"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Quynh Lam Ly,1 sao,2 tháng trước,Đồ ăn không ngon!!!
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Trâm Bảooo,2 sao,3 tháng trước,Xem rì viu trên tóp tóp nên mới đến đây ăn lần 2 rồi chất lượng vẫn như lần đầu ok lém lun 🌚 hị hịhi …
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Chii Quỳnh,2 sao,5 tháng trước,"Mình đã đi 2 lần và đều gặp rắc rối về ""vị trí chỗ ngồi"".
• Lần 1 : Mình đi 18h tối thì quán đông nhưng vẫn còn kha khá bàn trống , bạn quản lí xếp chỗ mình ngồi thì hơi sát bàn các bạn khác , 3 bàn xếp ngang 1 hàng …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),nghi G.,2 sao,4 tháng trước,"Thiệt sự là mình có một trải nghiệm không tốt lắm với quán về cả cách phục và đồ ăn hôm mình đi, mình và bạn mình còn ăn chúng những món bị chua và nước lẩu mình thấy rất ba chấm vị nó bị ngọt rất ngọt và chua lờ lợ mình và bạn mình húp thử …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Huyền NN,2 sao,4 tháng trước,"Mặc dù quán có mấy loại topping lạ nhưng khi bước vào quán và ăn thì chỉ có cảm giác khó chịu.
1. Đi buffet mà bắt gửi tiền giữ xe. …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Cục đá biết đi,2 sao,4 tháng trước,"Ăn mấy viên chả cá đậu đũa, chả cá trứng cút có mùi gì kì lắm cứ thum thủm. Chưa từng ăn chỗ nào bị như vậy. Sốt mắm tỏi nhạt, có sốt mà ăn như không sốt. Nhân viên nhiệt tình ok. Bãi giữ xe có thu phí"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),thái trần an,2 sao,4 tháng trước,"Trải nghiệm ko đc tốt, đợi 15p tưởng vào sẽ được ăn nhưng vào thanh toán bill r mới thông báo phải đợi 30p mới có đồ ăn. Tại sao lại ko thông báo ngay lúc đầu? Tóm lại là trải nghiệm ko như mong đợi"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Thảo Nguyễn,2 sao,7 tháng trước,"đồ ăn ngon sạch sẽ , nhưng mà cần nâng cấp bãi đỗ xe nhỏ khiến cho xe ra không được vào cũng không xong"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Linh Thuỳ,2 sao,8 tháng trước,"tính ra vé kh hề rẻ nma đồ ăn hok ngon lắm
nước lẩu quá chua, mấy cái viên như đậu hũ phô mai hay cá viên sốt mayonnaise thì nó kh hề như ngoài quán, kh có sốt chảy ra ăn chán …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Trúc Lê,2 sao,7 tháng trước,"Chú chủ quán rất dễ thương , nhưng đồ ăn thì không quá nhiều lựa chọn chủ yếu là bột nhiều ."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Minh Chiến Phạm,2 sao,8 tháng trước,"hôm mình ăn thì lẩu ko ngon, bị quá chua ko nuốt nổi. đồ ăn hướng ra ngoài đường phải ra đường lấy đồ ăn khói bụi bay vào đồ ăn. 80k ko kèm nước uống phải mua thêm."
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Thi Ngab Ngyuyen,2 sao,5 tháng trước,Mua mang về thì bị lấy bớt trong hộp cvc có mấy sợi tóc ạ
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Lý Hào,2 sao,3 tuần trước,"•TRẢI NGHIỆM CÁ NHÂN
-Mình sd 2 loại chiên thường và mắm,chiên thường hơi quá tay bị cháy chả giò và gà viên7/10 …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),huynh khoa,2 sao,4 tuần trước,"Line bên gà/đồ chiên thường khá mặn, đặc biệt là gà viên với gà vòng rất mặn. Line đồ viên thì nhạt như bị ngâm nước ăn rất dỡ + xốt me thì quá ngọt. Đồ có một số món bị hôi, đặc biệt là viên cốm"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),thanh phuc,2 sao,một tháng trước,Nhờ quán xem lại đào tạo nhân viên
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),mai phan,3 sao,4 tháng trước,"Mình đi khoảng 19h chủ nhật, rất đông khách, anh Minh và các bạn nhân viên rất nhiệt tình nhưng mình có 1 chút góp ý
- Bàn xếp quá chật gần không có đường để di chuyển …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Lâm Trần,3 sao,5 tháng trước,Đồ ăn cũng được giá thì cũng được tùy món có món ngon món ko mà mình thấy thì món ngon hơi ít nhà(quan điểm cá nhân) cái mình ko hài lòng là quầy line nhất là quầy ăn kèm với nước chấm thì cái này hết cái kia hết mà ko thấy nhân viên bỏ lên …
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Uyen Thu,3 sao,5 tháng trước,"Vị trí của quán nằm trong hẻm nhưng cũng dễ đến. Quán rộng, thoáng mát, có quạt nhưng có vài chỗ hơi nóng.
Quán giá cả bình dân, 79k được ăn từ buffet xiên bẩn ( có rất nhiều lựa chọn) …"
Buffet Minh Cá Viên 86K (CN.Lê Đức Thọ),Andy Duy,3 sao,5 tháng trước,"Tui không biết khẩu vị của mọi người ra sao, nhưng riêng cá viên chiên sốt mắm tỏi thì t đánh giá hơi tệ chút nha. Không được đậm đà cho lắm, tính ra gọi sốt mắm tỏi mà không thấy vị mắm luôn á 🙄 nhạt nhẽo vô cùng mặc dù có chấm tương 🫤 …"
