place_name,user,rating,time,text
Cơm Niêu Việt Xưa - Tam Cốc,Minh Le,1 sao,3 tháng trước,"Thật kinh ngạc, trong 20 năm đi du lịch khắp đất nước này, tôi chưa từng thấy nhà hàng nào mà nhân viên, kể cả đầu bếp, lại ăn tối lúc 7 giờ cùng với khách hàng.

Một nửa số ghế trong nhà hàng bị lật úp lên bàn khiến nơi này trông rất thiếu thân thiện và có cảm giác sắp đóng cửa.

Tại sao lại quảng cáo là cơm niêu khi nồi đất thì nguội lạnh và cơm không được nấu chín kỹ ở đáy? Về cơ bản, đó chỉ là cơm trắng hấp trong nồi đất để trông có vẻ đặc biệt.

Hầu hết các món ăn có protein khác đều không có gì đặc sắc và nhạt nhẽo. Có lẽ nhà hàng chính ở trung tâm thành phố Ninh Bình nên dạy cho Tam Cốc này cách nấu ăn đúng cách."
Cơm Niêu Việt Xưa - Tam Cốc,Nguyễn Tuấn,1 sao,5 tháng trước,"Quán vắng, 7h30 tối vào thấy nhân viên đang ăn, khách vào ko thèm đứng lên. Bảo vệ ăn nói như bố đời, nhân viên ăn xong ra tụ tập hút thuốc lào.. chủ quán ơi, mất công đầu tư vào nhà hàng mà ko chọn đc nhân sự thì cũng như vứt tiền qua cửa …"
Cơm Niêu Việt Xưa - Tam Cốc,Nicolas Grounin,1 sao,5 tháng trước,"Tôi thực sự thất vọng về chuyến thăm của mình. Tôi đến vào khoảng 8 giờ tối và thấy các nhân viên đang ngồi ăn cùng nhau trong một phòng ăn trống trơn. Họ hầu như không nhìn lên, chỉ liếc nhanh qua vai trước khi quay lại ăn. Một lát sau, tất cả họ đều ra ngoài hút thuốc, để lại cảm giác hoàn toàn trống trải.

Thật không may, đồ ăn không đủ để bù đắp cho trải nghiệm đó. Nó không tươi, hương vị nhạt nhẽo, và cảm giác như được chuẩn bị không chu đáo.

Bản thân nhà hàng rất đẹp nhưng lại có cảm giác thiếu sức sống một cách kỳ lạ. Không có không khí, không có năng lượng, giống như nơi này sắp phá sản.

Là chủ nhà hàng, việc biến nơi này thành một địa điểm lý tưởng để ghé thăm sẽ còn khó khăn hơn nhiều."
Cơm Niêu Việt Xưa - Tam Cốc,Vikki Winchester,1 sao,Thời gian chỉnh sửa: 7 tháng trước,"Chúng tôi đã không có trải nghiệm tốt ở đây. Tất cả cơm niêu đất của chúng tôi đều nguội và cứng, vàng và khô ở trên, chúng tôi nghĩ rằng nó đã để vài ngày rồi. Chúng tôi yêu cầu cơm mới tươi và cơm mới thì ấm và trắng rất ngon. Rõ ràng là họ cố gắng bán phần thức ăn thừa cho khách du lịch. Thịt heo thì toàn bì và dai. Thịt gà thì khô. Cơm phải trả thêm, không bao gồm trong giá món ăn. Chỉ có 4 lựa chọn đồ uống. Và giá cả rất đắt so với những gì chúng tôi nhận được. Rất thất vọng khi nghĩ đến tất cả những đánh giá tốt trước đó."
Cơm Niêu Việt Xưa - Tam Cốc,Phương Chu Thị,1 sao,2 tháng trước,Cơm ko ngon. Thức ăn thì lèo tèo. Đồ ăn thì nguôi
Cơm Niêu Việt Xưa - Tam Cốc,Nhung Nguyen,1 sao,2 tháng trước,"Đồ ăn dở tệ, khẩu phần ít, nhân viên thái độ."
Cơm Niêu Việt Xưa - Tam Cốc,Hồng Lương,1 sao,một năm trước,"Đặt chỗ, chọn món, ck trước mà khi đến nơi chờ 20p k có bàn, đồ ăn ra k có bát, đặt cơm niêu thì bảo hết, gà thì đông lạnh, sườn xào trong vẫn lạnh, phục vụ hời hợt, đồ ăn k ngon, quá chán"
Cơm Niêu Việt Xưa - Tam Cốc,Làng Tiếng Nhật,1 sao,10 tháng trước,"Mang cơm với canh ra, nguội ngắt rồi 30 phút ko mang thức ăn ra. Nhân viên thì đông mà phục vụ thì chậm. Có mỗi bát thịt mà 30 phút làm ko xong."
Cơm Niêu Việt Xưa - Tam Cốc,LJA,1 sao,2 tháng trước,Nhân viên rất thô lỗ và phân biệt chủng tộc với người nước ngoài. Chúng tôi đã cố gắng tìm bàn ăn trưa nhưng họ từ chối dù vẫn còn bàn trống. Thử lại vào bữa tối và cũng tương tự. Mặc dù thấy nhiều người dân địa phương đến sau chúng tôi và được xếp chỗ. Một trải nghiệm rất đáng buồn đối với (hầu hết) những người Việt Nam tốt bụng.
Cơm Niêu Việt Xưa - Tam Cốc,Aryana K,1 sao,3 tháng trước,"Thức ăn không ngon và món tôi gọi không được phục vụ, rồi cô ta còn trơ tráo nói rằng không nhà hàng nào khác phục vụ rau muống vì đang trái mùa và các nhà hàng khác đóng cửa lúc 8:30 tối.

Ngoài việc nói dối, chất lượng thức ăn cũng không đạt yêu cầu. Có rất nhiều nhà hàng khác trong khu vực, nên tránh nhà hàng này nếu có thể.

Dù sao thì nhà hàng cũng vắng khách."
Cơm Niêu Việt Xưa - Tam Cốc,Trân Chu,1 sao,2 tháng trước,"Đồ ăn nguội,chất lượng ko phù hợp với giá tiền"
Cơm Niêu Việt Xưa - Tam Cốc,Hiền Nguyễn,1 sao,10 tháng trước,"Quán đông nhân viên, nhưng chưa 1 bạn nào biết cách take care khách, kêu gói đồ mang về giúp, mấy bạn mang bọc với hộp cho mình tự bỏ, kêu tính tiền thì ra bỏ bill xong quay thẳng vào trong, rất mất công gọi ra lấy tiền ????  Không gian rất …"
Cơm Niêu Việt Xưa - Tam Cốc,Thị Hằng Chu,1 sao,2 tháng trước,"Cơm ko ngon,thức ăn nguội,"
Cơm Niêu Việt Xưa - Tam Cốc,Hằng Lục,1 sao,một năm trước,"Phục vụ chậm, đồ ăn lạnh, (gà luộc cho vào tủ lạnh), đĩa bé xíu vài miếng, ngồi chờ 30p chưa có bát ăn cơm, nh viên bảo chờ vì đang rửa bát . Một trải nghiệm tồi 😡 …"
Cơm Niêu Việt Xưa - Tam Cốc,35-Ly Thi Huong Lan,1 sao,một năm trước,"Toàn đồ đông lạnh, phục vụ chậm, thiếu chuyên nghiệp"
Cơm Niêu Việt Xưa - Tam Cốc,Manuel Dalcastagnè,1 sao,một năm trước,"Chúng tôi đến lúc 12:30 và nhà hàng đã đầy người, vẫn còn nhiều bàn trống. Chúng tôi được thông báo rằng nhà hàng đã đóng cửa và không còn chỗ ngồi. Có lẽ người phiên dịch của họ đã nhầm lẫn hoặc người nước ngoài không được chào đón ở đây. Khi ra về, chúng tôi mới nhận ra chỉ có người địa phương đang ăn trưa ở đây. Trải nghiệm rất tệ!"
Cơm Niêu Việt Xưa - Tam Cốc,Bao Trinhgiabao,1 sao,4 tháng trước,Dê xào lăn 250k mà thịt ít
Cơm Niêu Việt Xưa - Tam Cốc,Duy Mạnh Nguyễn,1 sao,2 tháng trước,DỞ TỆ
Cơm Niêu Việt Xưa - Tam Cốc,Trần Linh,1 sao,3 tuần trước,nhân viên phục vụ bị điếc
Cơm Niêu Việt Xưa - Tam Cốc,Huong Doannhat,1 sao,một tháng trước,"Gọi điện trc cho nhà hàng hẹn giờ qua, xong ra lại không có bàn. Xong lại điều khách sang cơ sở khác"
