place_name,user,rating,time,text
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Huy Trần Quang,5 sao,2 tháng trước,Tô đặc biệt giá hợp lý và rất ngon :D
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Tuyen Lam,1 sao,11 tháng trước,"Quán phục vụ cực kỳ tệ hại, kêu tô gầu, nhưng bưng ra phần thịt gầu cũ, ăn hôi và rất dai, cả tô không ăn được một miếng thịt nào, tương ớt thì cũng là đồ cũ, chén dĩa thì nhớp nháp, tởn tới già!!!!"
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Emily Tran,5 sao,một tháng trước,"Mình hay đặt phở trên Be, nay có dịp ghé qua ăn. Bạn nào gu phở đậm đà, sợi phở dai tươi thì mình rất recommend ạ.

Bác chủ quán thân thiện, nhiệt tình. Rất rất rất đáng để thử luôn!

(Ăn vội quá không kịp chụp)"
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Hellen Pham,5 sao,một năm trước,"Bao lần ăn vẫn ngon như vậy.
Giá bình dân, ăn no bụng.
P/S: đến quán phở thì ăn phở thôi nha. Bún bò không ngon. Vị hơi nhạt, ko đậm đà."
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Vinh Tran,5 sao,Thời gian chỉnh sửa: 10 tháng trước,"Ngon đến nỗi húp sạch nước lèo luôn
Thịt mềm tươi ngon
Vị rất vừa miệng, bò viên ăn rất đã
Mỗi cái là nhiều bánh phở quá ăn no bê xê lết :))))))

Cập nhật 14/3/2025: nay đi ăn thì quán đã quen cái nư kêu tô topping ko bánh của mình (tại ăn khuya ko à nên ko dám ăn tinh bột), cái tô topping thường là tim sách gân, hoặc gân trứng tiết, hoặc tiết tủy nạm bò viên... kêu 1 tô vậy ăn kèm bánh quẩy giòn rụm đúng chuẩn bài luôn!"
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Văn Đạt Nguyễn,5 sao,2 năm trước,"Sợi phở mềm, mà lại dai, nước dùng ngọt thanh, nghe đâu nước dùng được hầm hoàn toàn bằng xương, không hề có bột ngọt nên lúc ăn không bị đắng cổ.
Ngon tuyệt cú mèo luôn. Với nước phở được hầm từ thịt bò nguyên chất nên luôn cho hương vị thơm ngon, đậm đà."
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Vincent,5 sao,3 năm trước,"Giá cả hợp lý. Nhân viên thân thiện, quán phở nằm ngay mặt tiền 47 nguyễn thái sơn, phường 4, gò vấp, món phở cũng được. Có chỗ đậu xe máy, đi xe hơi thì hơi khó đỗ.
Good price.  Friendly staff, pho restaurant is located right in front of 47 Nguyen Thai Son, Ward 4, Go Vap, Pho is also good.  There is a parking space for motorbikes and cars, it is a bit difficult to park."
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,MThang,4 sao,4 năm trước,"Quán có Phở, bún, hủ tiếu bò kho, giá phải chăng, phục vụ tốt, nước phở hơi ngọt, vệ sinh khá."
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Nhứt Cao,1 sao,một tháng trước,"Quán ngon, nhưng phục vụ lớn tuổi mà nói chuyện rất hách dịch"
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Hoà Hoàng,1 sao,một tháng trước,Đồ ăn chưa xong lấy cho người khác ăn lại tệ ko nên ăn quán này
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,vu lam,5 sao,6 năm trước,"Phở ngon bổ rẻ, ăn đều hàng tuần. Có thêm bò kho"
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Vĩnh Minh Farm,5 sao,7 tháng trước,ngon hợp giá tiền tô thập cẩm 45k thịt nhiều ăn ko hết . chén tiết 20k nhiều tiết hơn so với mấy vài nơi khác
Quán Phở Lan| Phở ngon gò vấp | Lẩu bò ngon gò vấp,Đinh Như,1 sao,7 tháng trước,"mới vừa ăn ở quán này, tệ cực kì tệ nhân viên vô cùng thái độ với khách, thối cho khách có 4k mà liếc muốn lòi con mắt ra ngoài, (k nói nhân viên nam) , nhân viên nữ cũng lớn tuổi rồi nhưng thái độ vô cùng, đi ăn chứ đi xin xỏ hả mà liếc mà thái độ quâ vậy cô ??????"
