place_name,user,rating,time,text
Hoàng's Kitchen,Zoltán Hambuch,5 sao,3 tuần trước,"We stopped at Hoang’s Kitchen for lunch during a guided city tour, on our guide’s recommendation, and we’re glad we did. The ground floor was busy, mostly with locals and Asian guests, which felt like a very good sign.
We were seated on the first floor in a quieter area, which was perfect for a relaxed lunch break after a busy sightseeing morning. The service was attentive and genuinely friendly.
The food was excellent: beef pho, fried shrimp, beef in pepper sauce, cashew chicken, and a mango seafood salad. Everything we tried was delicious.
One small note for families with picky kids: there are no chicken nuggets or similar “emergency food” on the menu (which is understandable for an authentic Vietnamese restaurant), but the French fries were good and solved the problem for us.
Overall, a very positive experience, highly recommended!"
Hoàng's Kitchen,Sukha Lee,5 sao,2 tuần trước,"This location is very clean and the service is good. The food was enjoyable, and the coconut coffee was delicious. Ruby was very kind and provided great service. We ordered the Bánh Xèo, and she showed us how to roll it properly. She also let us know that we could get extra vegetables and fish sauce, which was a nice touch."
Hoàng's Kitchen,Gladdys Fogliani,5 sao,một tháng trước,"We stopped by after exploring Ben Thanh Market and were so glad we did! The location is super convenient and an easy walk from the surrounds. The pho broth was rich and flavourful, and the summer rolls were incredibly fresh. The egg coffee was rich, creamy with a strong hit of coffee. I visited with my husband and son, and we all enjoyed our meals. The restaurant is clean and comfortable, and the service was amazing — staff were friendly, attentive, and spoke great English. Highly recommend!"
Hoàng's Kitchen,Rose Mary Johnny,5 sao,một tuần trước,"Best service and food. Our host for the day, David was the BEST. He explained every dish in detail, showed us how to make the rice paper rolls and other dishes. Overall we were really happy with the service provided by David and the food. So happy to have had authentic pho, egg coffee desert, and pork rice paper rolls 😋!
Coming back here next time we're in Vietnam ❤️"
Hoàng's Kitchen,Marzena Urbańska,5 sao,một tháng trước,"Great food! The dishes are freshly prepared. They're perfectly seasoned and incredibly tasty. The staff takes great care to ensure everyone feels comfortable and at ease. Our waiter, Lucas, was dedicated to his work, and his friendly smile complemented the atmosphere. We'll definitely be back. Thank you so much!"
Hoàng's Kitchen,Kathleen F,5 sao,một tháng trước,"Arrived during lunch and the first floor was packed. We were led to the second floor which was empty. It was cool inside aided by multiple ceiling fans. Our server, Ruby, was cute, fun, and professional. When I researched this restaurant, I knew I had to try the rolls- mixed pancake and beef petal, which were delicious. Ruby was so kind as to give us a tutorial on how to assemble them. In addition to the rolls, my husband ordered his first beer, the Saigon Special, which complimented the meal perfectly. I ordered the coconut coffee, which was my second time having it but what stood out was the crunchy coconut shavings on top. I’m so glad we stopped by!"
Hoàng's Kitchen,Yikpei Liew,5 sao,một tháng trước,"Follow the tripadvisor recommendation and proven that this restaurant is worth stars. The pancake is really delicious, must-order item. Overall the food and service are good. Served by Henry who is really a friendly guy and showing us how to wrap the pancake."
Hoàng's Kitchen,Kiran J,5 sao,2 tuần trước,"Went to this restaurant based on the positive reviews. The food and service did not disappoint! Our server, Lukas, was wonderful and explained the menu well. He recommended the Vietnamese pancake which was my favorite dish. Great passionfruit mojito. Would return again! Thank you  Lukas!"
Hoàng's Kitchen,chloe pan,5 sao,2 tuần trước,"Food was great, lots of classic Vietnamese dishes that you’d recognise. First impression wasn’t too great, as we were asked to move to a smaller table even though upon arriving we checked which table we were taking.

Regardless, one of the servers, Sumi, provided a great service, teaching us how to wrap the rice paper roll and made sure our experience was good."
Hoàng's Kitchen,Riyas P,5 sao,một tháng trước,"An amazing dining experience! We visited Hoàng’s Kitchen for dinner and were so impressed that we came back again for lunch the following day. The food was consistently excellent, and every dish we tried was spot on. Since the cuisine was new to us, Nami went above and beyond to explain the dishes and guide us on how to eat them properly. Truly warm hospitality and fantastic food—absolutely deserves 5 stars."
Hoàng's Kitchen,Vinnie L,5 sao,3 tuần trước,"We had a great experience at Hoang’s Kitchen. The atmosphere was really nice and welcoming, even though it was quite busy, especially with tourists. Ryan was our server and he was extremely friendly, attentive, and made us feel well taken care of. The food was fresh and absolutely delicious, with great flavors all around. Highly recommend trying the banh xeo!"
Hoàng's Kitchen,Audrey Rachel,5 sao,một tháng trước,"The food and service is good :) Though most of the customers are mainly tourists, its a nice spot to relax and wind down after a warm day outside. The pancakes are really tasty. Food is flavourful. Our waiters are really good and attentive, especially Ryan who served with much joy. The place is comfortable for elderly customers too."
Hoàng's Kitchen,Alice Lui,5 sao,2 tháng trước,"Nami the server is excellent excellent excellent! Her courtesy, attentiveness, and smart recommendations made my meal all the more enjoyable! I was travelling solo so it's somewhat difficult to order because the portions are not small. I ordered the Vietnamese Pancake with chicken, and an egg coffee. Nami suggested adding cut chillies to the dipping sauce - thank you, Nami! It made the difference!  Food is good, service is fabulous, and the decor of the restaurant cosy and comfortable. Come have a meal! What are you waiting for?"
