place_name,user,rating,time,text
Buffet Gánh Khách Sạn Bông Sen,Chau Minh,,,"Mới ăn trưa tại đây, thật sự không hấp dẫn , món không tươi ngon ,  không giống menu phong phú  như trước đây , tiếc cho ks khá nổi tiếng ở Quận 1, nơi nhiều khách quốc tế đến thăm . Mong  BQL buffet ghi nhận góp ý xây dựng của chúng tôi, khách hàng luôn yêu mến KS Bông Sen."
Buffet Gánh Khách Sạn Bông Sen,Duc Du,,,"Chất lượng món ăn buffet Gánh không đảm bảo. Thực phẩm cũ, không tươi. Kết quả cả gia đình về đều bị đau bụng. Không bao giờ dám ghé lần nữa @@. Sợ lắm rồi"
Buffet Gánh Khách Sạn Bông Sen,Kim Yên JP,,,"Lần trước mình ở ks thây ok, lần này tiếp tục mướn ở ks cùng chồng , làn này cực kì thất vọng về khách sạn, thái độ nhân viên tệ, lại ko có chỗ để xe máy, kêu mình tự đem xe đi chô khác, xa tít ở thi sách, mình và chồng cực kì thất vọng với …"
Buffet Gánh Khách Sạn Bông Sen,Anh Nguyễn,,,"hôm thứ 7 ngày 11/6 nhà mình tới ăn và đều bị ngộ độc hết, buffet bán đồ cũ"
Buffet Gánh Khách Sạn Bông Sen,Yamamoto Bui,,,"Đây là một trong những chỗ tệ nhất mình từng đi ăn. Thật ra là mình được mời, đi chung với 2 người bạn VN và 4 người Anh; khi mới vào nhân viên thái độ rất vô duyên, không lịch sự, khi bạn của mình hỏi ở đây …"
Buffet Gánh Khách Sạn Bông Sen,Huy Coi Xe,,,Mình không hề thích nhà hàng này tí nào. mới tới nơi thì bảo vệ bảo gửi xe bên kia đường với giá 20k/chiếc
Buffet Gánh Khách Sạn Bông Sen,Kien HuynhNguyenThuong,,,"Chắc chắn sẽ không quay lại, đồ ăn nguội ngắt, không ngon (thấp hơn nhiều so với mong đợi của tôi), giá cả lại vô lý. Thêm nữa, quang cảnh ở đây thật đáng thất vọng vì cửa sổ thì bẩn."
Buffet Gánh Khách Sạn Bông Sen,triken49,,,"Đồ ăn rất tệ và hải sản thì đáng ngờ (một số con rõ ràng đã quá hạn sử dụng và thậm chí không được nấu chín kỹ cũng như nêm nếm đúng cách).

Nhân viên không thân thiện lắm, rất thiếu chu đáo."
Buffet Gánh Khách Sạn Bông Sen,Thị Phương Minh Nguyễn,,,Ăn tệ quá mà mất nữa ko tả nỗi
Buffet Gánh Khách Sạn Bông Sen,Tom DODUY,,,So dien thoai khong keu duoc. Khong co chuyen nghiep.
