place_name,user,rating,time,text
Cơm Tấm Cô Ba,Thi An Nguyen,1 sao,2 tháng trước,Bạn nhân viên không nghe rõ khách gọi món. Đưa món sai nhiều lần rồi còn tỏ thái độ với khách.
Cơm Tấm Cô Ba,ズオン,1 sao,7 tháng trước,"Mình vô hỏi có cháo lòng không (nghe nói ở quán trường học có cháo lòng), có thì bán không thì thôi mà bạn nhân viên cười bỡn cợt lặp lại câu hỏi với một người khác trong quán. Mình cũng lịch sự nên mua hộp cơm này và bạn nhân viên lấy mình …"
Cơm Tấm Cô Ba,Yen-Thanh Le,1 sao,2 tháng trước,"Chạy ngang quán này thường thấy xe đông, nhưng đông không phải vì đồ ăn ngon mà tại vì phục vụ chậm quá nên khách dồn lại đợi 1 đống mới đông xe 😅, trung bình 1 bàn vào đợi hơn 20p mới có ăn nên mới đông xe, gia đình vào 1 lần và đã thấy …"
Cơm Tấm Cô Ba,Tu Quach,1 sao,8 tháng trước,"Cơm ngon. Chú ý khi thanh toán. Nước tính riêng thu tiền ngay, cơm tính riêng nhưng tính luôn tiền nước (lần 2). Dễ “ lộn “ lắm nha shop."
Cơm Tấm Cô Ba,PHÚ PHẠM VĂN,1 sao,2 tháng trước,"Mình biết quán này cách 6 năm, lúc đó GĐ mình trải ăn tại đây và mình bất ngờ cảm nhận dv ở đây rất tuyệt vời giá cả phải chăng còn được khuyến mãi nươc uông chai MP, cà pháo MP. Tuy nhiên 2 năm trở lại đây, đặc biệt lsf sáng M3 tết mình …"
Cơm Tấm Cô Ba,Oanh Lam,1 sao,2 tháng trước,"Đã lâu k ghé quán ăn, nay ghé ăn giá 70k/ dĩa cơm sườn cọng. Sườn chiên cứng ngắt, mỡ không"
Cơm Tấm Cô Ba,thai thanh,1 sao,2 tháng trước,Mua 2 đòn bánh tét ghi ngày sx 1/3/2026 về cắt ra thiêu. Trước khi mua hỏi đã hỏi kỹ nói bánh mới
Cơm Tấm Cô Ba,Ngô Quốc Thịnh,1 sao,2 tháng trước,nhân viên nam khinh thường khách bắt khách đợi kêu nhiều lần ko chịu oder mà khách nữ vào thì tiếp nhanh lắm
Cơm Tấm Cô Ba,Bảo Dương Ôn Phương,1 sao,6 tháng trước,"Cũng chở khách ghé rất nhiều lần, nhưng chiều nay khá bực, vào ngồi lâu không thấy nhân viên hỏi han toàn cười giỡn, kêu 1 dĩa sườn mở ăn xong tính tiền,lúc hỏi nghe báo 30k nhưng không nhân viên báo giá 70k hỏi lần 2 vẫn báo 70k. Thật sự …"
Cơm Tấm Cô Ba,Hưng Nguyễn,1 sao,5 tháng trước,Quán này cơm sườn ă ngon nhưng giá cắt cổ  70.0000 dĩa cơm sườn thì chát lắm
