place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Cơm Niêu Sài Gòn,DUC HUY,3.0,8 năm trước,"Đồ ăn ở đây tạm được nhưng lý do chính tôi đến đây là vì món cơm đất sét, mà nó lại quá cứng và khô... thật sự thì ăn cơm sống cũng chẳng khác gì ăn cơm sống.",google_maps_reviews_20260516_102712.csv,đồ ăn ở đây tạm được nhưng lý do chính tôi đến đây là vì món cơm đất sét mà nó lại quá cứng và khô thật sự thì ăn cơm sống cũng chẳng khác gì ăn cơm sống,39,1,0,0,0
Cơm Niêu Sài Gòn,Solitude Sống một mình,3.0,7 năm trước,Không ấn tượng lắm. Đồ ăn tạm được. Dịch vụ bình thường. Giá cả hợp lý. Tạm được.,google_maps_reviews_20260516_102712.csv,không ấn tượng lắm đồ ăn tạm được dịch vụ bình thường giá cả hợp lý tạm được,18,3,3,0,2
Cơm Niêu Sài Gòn,Tammy Nguyen,3.0,7 năm trước,"Phục vụ chưa tốt, hay đùn đẩy trách nhiệm",google_maps_reviews_20260516_102712.csv,phục vụ chưa tốt hay đùn đẩy trách nhiệm,9,0,1,0,0
Cơm Niêu Sài Gòn,James Garrett,3.0,một năm trước,Thức ăn chỉ ở mức tạm được. Tôi không thể ăn hết được.,google_maps_reviews_20260516_102712.csv,thức ăn chỉ ở mức tạm được tôi không thể ăn hết được,13,3,0,0,0
Cơm Niêu Ngon 3 Miền,Noikt “Noikt”,3.0,5 năm trước,Cũng được. Sạch sẽ. Nên đặt trước,google_maps_reviews_20260516_102712.csv,cũng được sạch sẽ nên đặt trước,7,0,0,2,0
CƠM NIÊU ĐẨU,Khanh Huynh,3.0,một năm trước,"+ Buffet lẩu 2 ngăn, nấm và rau khá đa dạng
+ Nước lẩu ngon
- Lẩu thái thì quá nhiều sả vụng, còn nước lẩu nấm thì quá nhiều hạt tiêu, tiêu …",google_maps_reviews_20260516_091112.csv,buffet lẩu ngăn nấm và rau khá đa dạng nước lẩu ngon lẩu thái thì quá nhiều sả vụng còn nước lẩu nấm thì quá nhiều hạt tiêu tiêu,29,3,0,0,0
Cơm Niêu Sài Gòn,Tony Tin,3.0,3 năm trước,"Không gian quán tương đối OK, có live music cho khách vừa ăn vừa nghe. Tuy nhiên món ăn chưa ổn lắm. Cơm niêu hay cơm nấu quá nhão, bạn nhân viên quăng cơm niêu bị rớt",google_maps_reviews_20260516_102712.csv,không gian quán tương đối ok có live music cho khách vừa ăn vừa nghe tuy nhiên món ăn chưa ổn lắm cơm niêu hay cơm nấu quá nhão bạn nhân viên quăng cơm niêu bị rớt,37,1,1,2,0
Cơm Niêu Sài Gòn,quyen duong,3.0,2 năm trước,"Không gian ấm cúng trang trọng. Phù hợp cho khách muốn thưởng thức ẩn thực việt nam.
Quán đông khách. Nhân viên khó chịu, mình đặt bàn 10ng bên ngoài nhưng đến nới …",google_maps_reviews_20260516_102712.csv,không gian ấm cúng trang trọng phù hợp cho khách muốn thưởng thức ẩn thực việt nam quán đông khách nhân viên khó chịu mình đặt bàn ng bên ngoài nhưng đến nới,33,0,1,2,0
Cơm Niêu Sài Gòn,Hiro,3.0,5 năm trước,Đồ ăn nấu không đc ngon,google_maps_reviews_20260516_102712.csv,đồ ăn nấu không đc ngon,6,1,0,0,0
Cơm Niêu Sài Gòn,Phamanh Thu,3.0,8 năm trước,Đồ ăn bình thường. Đắt,google_maps_reviews_20260516_102712.csv,đồ ăn bình thường đắt,5,3,0,0,1
Cơm Niêu Sài Gòn,Dennisraw,3.0,8 năm trước,món ăn truyền thống VN ngon... có thể thưởng thức chương trình đập nồi... !!!,google_maps_reviews_20260516_102712.csv,món ăn truyền thống vn ngon có thể thưởng thức chương trình đập nồi,14,2,0,0,0
Cơm Niêu Sài Gòn,Trung Che Hong,3.0,3 năm trước,"Thoáng mát, giá cả hợp lý",google_maps_reviews_20260516_102712.csv,thoáng mát giá cả hợp lý,6,0,0,2,2
Cơm Niêu Sài Gòn,Thuy Ngo,3.0,6 năm trước,Không ngon bằng lúc trước !,google_maps_reviews_20260516_102712.csv,không ngon bằng lúc trước,5,1,0,0,0
Cà phê sạch 30 tháng 4,Tin Tran,3.0,8 năm trước,Nơi ngồi có góc nhìn thoáng. Cà phê khá ngon. Phục vụ kịp thời. Giá bình dân.,google_maps_reviews_20260516_091112.csv,nơi ngồi có góc nhìn thoáng cà phê khá ngon phục vụ kịp thời giá bình dân,17,2,2,2,2
Cơm Niêu Sài Gòn,doai phan,3.0,2 năm trước,Thiếu mục giá cả để nhận xét.,google_maps_reviews_20260516_102712.csv,thiếu mục giá cả để nhận xét,7,0,0,0,3
Cà phê sạch 30 tháng 4,trinh vinhtuan,3.0,10 tháng trước,Không gian thoáng mát phục vụ tốt. Có sân đậu xe rộng.,google_maps_reviews_20260516_091112.csv,không gian thoáng mát phục vụ tốt có sân đậu xe rộng,12,0,2,2,0
Cơm Niêu Sài Gòn,hieu lai van,3.0,7 năm trước,Ngon và không gian đẹp,google_maps_reviews_20260516_102712.csv,ngon và không gian đẹp,5,2,0,2,0
Cơm Niêu Sài Gòn,Duong Thu Huong (DTH),3.0,6 năm trước,Ăn được phục vụ chậm,google_maps_reviews_20260516_102712.csv,ăn được phục vụ chậm,5,3,1,0,0
Cơm Niêu Sài Gòn,Thinh Vo,3.0,6 năm trước,Dịch vụ tệ. Đồ ăn tạm được.,google_maps_reviews_20260516_102712.csv,dịch vụ tệ đồ ăn tạm được,7,3,1,0,0
Cơm Niêu Sài Gòn,Anh Pham Xuan,3.0,9 năm trước,Thế này là đủ cho bữa tối rồi,google_maps_reviews_20260516_102712.csv,thế này là đủ cho bữa tối rồi,8,0,0,0,0
Cơm Niêu Sài Gòn,Chú Bộ Đội,3.0,6 năm trước,Nhà hàng món ăn Việt Nam,google_maps_reviews_20260516_102712.csv,nhà hàng món ăn việt nam,6,0,0,0,0
Cơm Niêu Sài Gòn,Chi Cong Tran Le,3.0,9 năm trước,Các loại thực phẩm được chấp nhận.,google_maps_reviews_20260516_102712.csv,các loại thực phẩm được chấp nhận,7,3,0,0,0
Cơm Niêu Sài Gòn,Nam Trung Đỗ,3.0,7 năm trước,Nhà hàng sang trọng; món ăn truyền thống Việt Nam; giá cao,google_maps_reviews_20260516_102712.csv,nhà hàng sang trọng món ăn truyền thống việt nam giá cao,12,3,0,2,3
Cơm Niêu Sài Gòn,alex,3.0,3 năm trước,Mắc. Không ngon như hồi trước,google_maps_reviews_20260516_102712.csv,mắc không ngon như hồi trước,6,1,0,0,1
Cơm Niêu Sài Gòn,Thomas To,3.0,3 năm trước,"Đồ ăn ngon, phục vụ chậm, khá hỗn loạn trong giờ ăn trưa",google_maps_reviews_20260516_102712.csv,đồ ăn ngon phục vụ chậm khá hỗn loạn trong giờ ăn trưa,13,2,1,0,0
Cơm Niêu Sài Gòn,Tri Nguyen,3.0,8 năm trước,Đồ ăn có vẻ ổn nhưng tốc độ phục vụ quá chậm.,google_maps_reviews_20260516_102712.csv,đồ ăn có vẻ ổn nhưng tốc độ phục vụ quá chậm,12,3,1,0,0
Cơm Niêu Sài Gòn,Nguyễn Duy “Vietnamese Gangz”,3.0,5 năm trước,"Món thịt cháy cạnh nên thử mùi vị đậm đà
Giá cao so với mặt bằng chung",google_maps_reviews_20260516_102712.csv,món thịt cháy cạnh nên thử mùi vị đậm đà giá cao so với mặt bằng chung,17,2,0,0,1
Cơm Niêu Sài Gòn,Toàn Thiện Vương Nguyễn,3.0,6 năm trước,Giá cao so với mặt bằng chung. Phục vụ chậm chạp. Thức ăn ổn.,google_maps_reviews_20260516_102712.csv,giá cao so với mặt bă ng chung phục vụ chậm chạp thức ăn ổn,15,3,1,0,1
Cơm Niêu Sài Gòn,MC Thao Nguyen Melbourne,3.0,một năm trước,Đồ ăn không còn ngon như trước nữa. Chúng tôi gọi cá bóng trung nhưng họ lại đưa cho chúng tôi một loại cá hoàn toàn khác 😂 nhỏ hơn gấp 3 lần. Đồ ăn chỉ ở mức trung bình. Giá quá đắt so với một bữa trưa dưới mức trung bình.,google_maps_reviews_20260516_102712.csv,đồ ăn không còn ngon như trước nữa chúng tôi gọi cá bóng trung nhưng họ lại đưa cho chúng tôi một loại cá hoàn toàn khác nhỏ hơn gấp lần đồ ăn chỉ ở mức trung bình giá quá đắt so với một bữa trưa dưới mức trung bình,50,1,0,0,1
Cơm Niêu Ngon 3 Miền,DOHUNG NGUYEN,3.0,8 năm trước,"Cơm lam ngon, phục vụ tốt.",google_maps_reviews_20260516_102712.csv,cơm lam ngon phục vụ tốt,6,2,2,0,0
Cơm Niêu Ngon 3 Miền,Túc Ngô,3.0,5 năm trước,"Thức ăn ngon, sang trọng",google_maps_reviews_20260516_102712.csv,thức ăn ngon sang trọng,5,2,0,2,0
Cơm Niêu Ngon 3 Miền,Bắc Vũ,3.0,8 năm trước,Bài trí không gian đẹp.,google_maps_reviews_20260516_102712.csv,bài trí không gian đẹp,5,0,0,2,0
