place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Back’s Burger,VO THI KIM AI,5.0,2 năm trước,Món ăn rất ngon và hấp dẫn.,google_maps_reviews_20260514_132752.csv,món ăn rất ngon và hấp dẫn,7,2,0,0,0
Bún Bò Huế Hạnh,Huu Thanh Ho,5.0,6 năm trước,"Bún ngon, nêm vừa miệng, giá cả hợp lí, rau sạch",google_maps_reviews_20260514_020235.csv,bún ngon nêm vừa miệng giá cả hợp lí rau sạch,11,2,0,0,2
Back’s Burger,권동연,5.0,2 năm trước,"Bánh mì kẹp thịt tự làm ở đây vừa rẻ vừa ngon, và chủ quán thì thân thiện.",google_maps_reviews_20260514_132752.csv,bánh mì kẹp thịt tự làm ở đây vừa rẻ vừa ngon và chủ quán thì thân thiện,18,2,2,0,2
Back’s Burger,koviho tv,5.0,4 tháng trước,Bộ bài Abu Card Burga thật tuyệt vời.,google_maps_reviews_20260514_132752.csv,bộ bài abu card burga thật tuyệt vời,8,0,0,0,0
Back’s Burger,Garam Chun,5.0,2 năm trước,Ngon quá! Miếng thịt dày và ngon.,google_maps_reviews_20260514_132752.csv,ngon quá miếng thịt dày và ngon,7,2,0,0,0
Buffet Đệ Nhất,Đạo Nguyễn,5.0,3 năm trước,Nhà hàng thuộc hệ thống Sài Gòn tourist tiêu chuẩn cao cấp 4* - 5*.,google_maps_reviews_20260514_132752.csv,nhà hàng thuộc hệ thống sài gòn tourist tiêu chuẩn cao cấp,12,0,0,2,0
Buffet Đệ Nhất,Vinh Giao,5.0,7 năm trước,"Thức ăn ngon , có nhiều món khoái khẩu,phục vụ ok",google_maps_reviews_20260514_132752.csv,thức ăn ngon có nhiều món khoái khẩu phục vụ ok,11,2,2,0,0
Buffet Đệ Nhất,Minh Dinh Le Thien,5.0,6 năm trước,"Tốt, đẹp, nhân viên phục vụ chu đáo, xin cảm rất nhiều",google_maps_reviews_20260514_132752.csv,tốt đẹp nhân viên phục vụ chu đáo xin cảm rất nhiều,12,0,2,2,0
Buffet Đệ Nhất,Hai Huynh,5.0,7 năm trước,Giá hợp lý phục vụ tốt. Món ăn ngon,google_maps_reviews_20260514_132752.csv,giá hợp lý phục vụ tốt món ăn ngon,9,2,2,0,2
Back’s Burger,제이,5.0,Thời gian chỉnh sửa: 2 năm trước,"Đây là bánh mì kẹp thịt tự làm, nên nó nóng hổi và thịt rất ngon 👍 …",google_maps_reviews_20260514_132752.csv,đây là bánh mì kẹp thịt tự làm nên nó nóng hổi và thịt rất ngon,16,2,0,0,0
Back’s Burger,Владимир Мавлютов,5.0,một năm trước,Rất ngon. Tôi khuyên bạn nên đến đây nếu muốn thưởng thức burger ngon.,google_maps_reviews_20260514_132752.csv,rất ngon tôi khuyên bạn nên đến đây nếu muốn thưởng thức burger ngon,14,2,0,0,0
Bún Bò Huế Hạnh,Tuan Garfield,5.0,3 năm trước,"Siêu ngon, 1 giọt nước cũng đậm đà",google_maps_reviews_20260514_020235.csv,siêu ngon giọt nước cũng đậm đà,7,2,0,0,0
Bún Bò Huế Hạnh,LanDinh,5.0,2 năm trước,"Bún bò ngon, vị thanh , sạch sẽ",google_maps_reviews_20260514_020235.csv,bún bò ngon vị thanh sạch sẽ,7,2,0,2,0
Bún Bò Huế Hạnh,Duy Linh Nguyễn,5.0,3 năm trước,"Ăn ngon, giá ko quá đắt, nổi tiếng",google_maps_reviews_20260514_020235.csv,ăn ngon giá ko quá đắt nổi tiếng,8,2,0,0,2
