place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Bánh Pía Sóc Trăng - Hương Việt,Chau Linh,5.0,5 tháng trước,Rất hài lòng về chất lượng và dịch vụ,google_maps_reviews_20260514_020235.csv,rất hài lòng về chất lượng và dịch vụ,9,2,2,0,0
Bánh Pía Sóc Trăng - Hương Việt,Hoàng Lê Trọng,5.0,5 tháng trước,Cửa hàng rất đa dạng sản phẩm,google_maps_reviews_20260514_020235.csv,cửa hàng rất đa dạng sản phẩm,7,0,0,0,0
Bánh Pía Sóc Trăng - Hương Việt,VIET NAM,5.0,5 tháng trước,"Cua hang dep, nv de thuong, chu dao",google_maps_reviews_20260514_020235.csv,cua hang dep nv de thuong chu dao,8,0,2,2,0
Bánh Pía Sóc Trăng - Hương Việt,Nguyenquynh Hoa,5.0,4 tháng trước,"Quán rộng, nhân viên nhiệt tình. Đa dạng đồ đặc sản Hồ Chí Minh, phù hợp là địa điểm mua về làm quà",google_maps_reviews_20260514_020235.csv,quán rộng nhân viên nhiệt tình đa dạng đồ đặc sản hồ chí minh phù hợp là địa điểm mua về làm quà,23,0,2,2,0
Bánh Pía Sóc Trăng - Hương Việt,Trúc Nhã,5.0,5 tháng trước,Cửa hàng đẹp nhân viên thân thiện,google_maps_reviews_20260514_020235.csv,cửa hàng đẹp nhân viên thân thiện,7,0,2,2,0
Bánh Pía Sóc Trăng - Hương Việt,Anh Nguyễn,5.0,5 tháng trước,"Cửa hàng đẹp, nhân viên thân thiện",google_maps_reviews_20260514_020235.csv,cửa hàng đẹp nhân viên thân thiện,7,0,2,2,0
Bánh Pía Sóc Trăng - Hương Việt,Hairslide Phoenix,5.0,4 tháng trước,"Cửa hàng nhiệt tình, xứng đáng 5 sao",google_maps_reviews_20260514_020235.csv,cửa hàng nhiệt tình xứng đáng sao,7,0,2,0,0
Bánh Pía Sóc Trăng - Hương Việt,Thanh Nhan,5.0,5 tháng trước,Giá bánh hợp lý cửa hàng đẹp,google_maps_reviews_20260514_020235.csv,giá bánh hợp lý cửa hàng đẹp,7,0,0,2,2
Bánh Pía Sóc Trăng - Hương Việt,Thanh Bình Bùi,5.0,4 tháng trước,"Bánh ngon, nhân viên nhiệt tình, dễ thương",google_maps_reviews_20260514_020235.csv,bánh ngon nhân viên nhiệt tình dễ thương,8,2,2,0,0
Bánh Pía Sóc Trăng - Hương Việt,Tam Ngọc Lâm,5.0,5 tháng trước,Cửa hàng đặc sản và lưu niệm,google_maps_reviews_20260514_020235.csv,cửa hàng đặc sản và lưu niệm,7,0,0,0,0
Bánh Pía Sóc Trăng - Hương Việt,Tuyet Thu Vo thi,5.0,5 tháng trước,"Giá cả hợp lý, nhiều sản phẩm phẩm",google_maps_reviews_20260514_020235.csv,giá cả hợp lý nhiều sản phẩm phẩm,8,0,0,0,2
Bánh Pía Sóc Trăng - Hương Việt,Janice Lim,5.0,5 tháng trước,cửa hàng đẹp! nhân viên dễ thương và sản phẩm thú vị,google_maps_reviews_20260514_020235.csv,cửa hàng đẹp nhân viên dễ thương và sản phẩm thú vị,12,0,2,2,0
Bánh Pía Sóc Trăng - Hương Việt,Alex 馬布思 Matos,5.0,5 tháng trước,"Cửa hàng nhỏ tuyệt vời, không phải trả giá như ở chợ và giá cả cũng hợp lý.",google_maps_reviews_20260514_020235.csv,cửa hàng nhỏ tuyệt vời không phải trả giá như ở chợ và giá cả cũng hợp lý,18,0,0,2,2
Bánh Pía Sóc Trăng - Hương Việt,Ngân Tô,5.0,4 tháng trước,"Cửa hàng đẹp, thoáng, giá cả hợp lý",google_maps_reviews_20260514_020235.csv,cửa hàng đẹp thoáng giá cả hợp lý,8,0,0,2,2
