place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
ĐEN BÚN BÒ,Thuy Linh,4.0,8 tháng trước,"Tô bún bò hương vị chuẩn, thịt nhiều mềm vừa phải, chà cây ngon, chả cua và chả tôm  chỉ ở mức được. Điểm trừ là nước lèo hơi ít, ai muốn nhiều phải xin thêm. Giá cả ở tầm trung.",google_maps_reviews_20260513_233550.csv,tô bún bò hương vị chuẩn thịt nhiều mềm vừa phải chà cây ngon chả cua và chả tôm chỉ ở mức được điểm trừ là nước lèo hơi ít ai muốn nhiều phải xin thêm giá cả ở tầm trung,41,3,0,0,3
ĐEN BÚN BÒ,Tim Doan,4.0,một năm trước,"Bún bò vị Sài Gòn ngon, mình hay gọi món bún sườn sụn ở đây. Quán bán từ 16h đến 20h là hết, lúc nào cũng đông khách.",google_maps_reviews_20260513_233550.csv,bún bò vị sài gòn ngon mình hay gọi món bún sườn sụn ở đây quán bán từ h đến h là hết lúc nào cũng đông khách,28,2,0,0,0
ĐEN BÚN BÒ,Hồ Trà,4.0,11 tháng trước,"Đồ ăn oki, 1 tô 60k, chén sụn 30k vừa quẹo cầu lê văn sĩ là tới luôn.",google_maps_reviews_20260513_233550.csv,đồ ăn oki tô k chén sụn k vừa quẹo cầu lê văn sĩ là tới luôn,17,3,0,0,3
ĐEN BÚN BÒ,Tai Anhnguyen,4.0,một năm trước,"Mình gọi tô “Thập cẩm giò nạc” (55k)  lúc 19h13 phút, và 5 phút sau được mang ra.
Quán phục vụ rất nhanh, nhân viên thân thiện. …",google_maps_reviews_20260513_233550.csv,mình gọi tô thập cẩm giò nạc k lúc h phút và phút sau được mang ra quán phục vụ rất nhanh nhân viên thân thiện,26,0,2,0,0
ĐEN BÚN BÒ,Prudential Thanh Duy,4.0,6 tháng trước,"Nước lèo đạm đà, hợp khẩu vị mình. Quán khá đông vào buổi tối. K gian khá chật nên có lẽ phải ngồi ngoài trời hoặc ghép bàn. Mình ăn tô thường, k thêm gì, 50k",google_maps_reviews_20260513_233550.csv,nước lèo đạm đà hợp khẩu vị mình quán khá đông vào buổi tối k gian khá chật nên có lẽ phải ngồi ngoài trời hoặc ghép bàn mình ăn tô thường k thêm gì k,36,2,0,1,3
ĐEN BÚN BÒ,Quỳnh Thư,4.0,4 năm trước,"Quán trời ơi là đông luôn, mở cửa tầm 5h chiều, nhưng mình đến tầm gần 7h đã không nhận khách nữa. Khách rất đông, người ra vào liên tục. Có nhân viên hướng dẫn dễ thương, nhiệt tình. Đông nhưng vui vẻ không quạo. …",google_maps_reviews_20260513_233550.csv,quán trời ơi là đông luôn mở cửa tầm h chiều nhưng mình đến tầm gần h đã không nhận khách nữa khách rất đông người ra vào liên tục có nhân viên hướng dẫn dễ thương nhiệt tình đông nhưng vui vẻ không quạo,45,0,2,3,0
ĐEN BÚN BÒ,Khang Dang,4.0,10 tháng trước,"- Bún khá ngon. Nhiều loại thịt.
- Nhân viên nhiệt tình.",google_maps_reviews_20260513_233550.csv,bún khá ngon nhiều loại thịt nhân viên nhiệt tình,10,2,2,0,0
ĐEN BÚN BÒ,Ngân Yến,4.0,6 tháng trước,"Ăn cũng tạm, cho rau nhiều, nước lèo không đậm đà lắm, quán đông đúc , giữ xe free",google_maps_reviews_20260513_233550.csv,ăn cũng tạm cho rau nhiều nước lèo không đậm đà lắm quán đông đúc giữ xe free,18,3,0,3,2
Độc Mộc buffet,philippe bely,4.0,2 năm trước,"Ẩm thực thuần túy với hương vị địa phương, nhiều lựa chọn.",google_maps_reviews_20260513_233550.csv,ẩm thực thuần túy với hương vị địa phương nhiều lựa chọn,12,3,0,0,0
ĐEN BÚN BÒ,Duy Nguyen,4.0,3 năm trước,"Thức ăn ngon, bò đôi khi hơi dai, giá rẻ. Nhân viên niềm nở nhưng quán quá đông, chưa kịp ăn xong đã có khách đứng sau lưng chờ nhìn chằm chằm hơi không thoải mái.",google_maps_reviews_20260513_233550.csv,thức ăn ngon bò đôi khi hơi dai giá rẻ nhân viên niềm nở nhưng quán quá đông chưa kịp ăn xong đã có khách đứng sau lưng chờ nhìn chằm chằm hơi không thoải mái,36,3,2,1,2
