place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Độc Mộc buffet,겜저씨,4.0,2 năm trước,"Tôi nghĩ đây chỉ là một bữa buffet ở mức khá ổn so với giá cả. Thay vì kỳ vọng quá cao, mọi thứ đều ở mức trung bình - giá cả hợp lý, hương vị khá ngon và không gian ngoài trời thoáng đãng.",google_maps_reviews_20260513_233550.csv,tôi nghĩ đây chỉ là một bữa buffet ở mức khá ổn so với giá cả thay vì kỳ vọng quá cao mọi thứ đều ở mức trung bình giá cả hợp lý hương vị khá ngon và không gian ngoài trời thoáng đãng,44,2,0,2,2
Độc Mộc buffet,김영익,4.0,7 tháng trước,"Đây là buffet hải sản, nhưng họ cũng có các món thịt. Giá cả rất hợp lý.",google_maps_reviews_20260513_233550.csv,đây là buffet hải sản nhưng họ cũng có các món thịt giá cả rất hợp lý,17,0,0,0,2
Độc Mộc buffet,Евгений Колосов,4.0,2 năm trước,"Mọi thứ ở đây đều ngon và tuyệt vời, tôi rất khuyên bạn nên thử. Nhưng không có nhiều trái cây hay đồ ngọt. Tất cả các loại đồ uống trừ nước lọc, trà (không ngon lắm) và cà phê đều tính thêm tiền.",google_maps_reviews_20260513_233550.csv,mọi thứ ở đây đều ngon và tuyệt vời tôi rất khuyên bạn nên thử nhưng không có nhiều trái cây hay đồ ngọt tất cả các loại đồ uống trừ nước lọc trà không ngon lắm và cà phê đều tính thêm tiền,44,2,0,0,1
Độc Mộc buffet,홍재훈,4.0,2 năm trước,"Nước ngọt không bao gồm trong giá buffet, nên bạn phải mua riêng... Nguyên liệu tươi ngon nên đồ ăn rất ngon.",google_maps_reviews_20260513_233550.csv,nước ngọt không bao gồm trong giá buffet nên bạn phải mua riêng nguyên liệu tươi ngon nên đồ ăn rất ngon,22,2,0,0,1
Độc Mộc buffet,Ta Dosa,4.0,một năm trước,Nơi đây mang không khí của một chợ đêm Việt Nam và cung cấp nhiều loại hải sản.,google_maps_reviews_20260513_233550.csv,nơi đây mang không khí của một chợ đêm việt nam và cung cấp nhiều loại hải sản,18,0,0,2,0
Độc Mộc buffet,Aurora Perez,4.0,một năm trước,Đồ ăn rất ngon và bạn có thể tùy chỉnh theo ý thích. Họ có đủ loại cá và thịt.,google_maps_reviews_20260513_233550.csv,đồ ăn rất ngon và bạn có thể tùy chỉnh theo ý thích họ có đủ loại cá và thịt,20,2,0,0,0
Độc Mộc buffet,하태엽,4.0,11 tháng trước,"Hải sản tươi sống, không khí nhộn nhịp",google_maps_reviews_20260513_233550.csv,hải sản tươi sống không khí nhộn nhịp,8,2,0,2,0
Đặc sản số 1 chính gốc Bún bò Huế,Son Nguyen,4.0,một năm trước,"Nước bún hơi nhạt, nhưng bù lại đồ ăn ngon. Dịch vụ tốt,",google_maps_reviews_20260513_233550.csv,nước bún hơi nhạt nhưng bù lại đồ ăn ngon dịch vụ tốt,13,3,2,0,0
Độc Mộc buffet,Mrたぬ吉,4.0,một năm trước,"Họ có tôm tít sống (nhỏ), cua (nhỏ), sò, tôm, v.v. Có thịt bò, thịt lợn, gà nướng yakitori và các loại thịt khác. Thịt hơi dai. Có đồ ngọt và trái cây tráng miệng, bao gồm kim chi và nghêu luộc sả. …",google_maps_reviews_20260513_233550.csv,họ có tôm tít sống nhỏ cua nhỏ sò tôm v v có thịt bò thịt lợn gà nướng yakitori và các loại thịt khác thịt hơi dai có đồ ngọt và trái cây tráng miệng bao gồm kim chi và nghêu luộc sả,44,3,0,0,0
Độc Mộc buffet,육근용,4.0,4 tháng trước,"Tôi đã ăn rất nhiều tôm nướng. Giá có vẻ rẻ, nhưng không hẳn là...
Thật tiếc là không có nước tương Hàn Quốc. …",google_maps_reviews_20260513_233550.csv,tôi đã ăn rất nhiều tôm nướng giá có vẻ rẻ nhưng không hẳn là thật tiếc là không có nước tương hàn quốc,24,0,0,0,1
