place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Bột Chiên Đạt Thành,大須賀修,4.0,3 năm trước,"Món này được làm từ bánh mochi mềm chiên giòn, phủ bên trên là trứng chiên, hành lá và nước sốt ngọt mặn. …",google_maps_reviews_20260514_020235.csv,món này được làm từ bánh mochi mềm chiên giòn phủ bên trên là trứng chiên hành lá và nước sốt ngọt mặn,23,2,0,0,0
Canh Bún Thái Sơn,Lê Khoa (JAK),4.0,Thời gian chỉnh sửa: 6 năm trước,"Ngon bổ, giá hợp lý. Nhưng quán hơi nhỏ và chủ yếu là ngồi ngoài trời.",google_maps_reviews_20260224_213846.csv,ngon bổ giá hợp lý nhưng quán hơi nhỏ và chủ yếu là ngồi ngoài trời,16,2,0,3,2
Canh Bún Thái Sơn,Anna Lotus,4.0,Thời gian chỉnh sửa: 6 năm trước,"Mình hay ăn ở đây từ lúc bán ở vỉa hè tới giờ lên nhà rồi, ăn ngon giá bình dân",google_maps_reviews_20260224_213846.csv,mình hay ăn ở đây từ lúc bán ở vỉa hè tới giờ lên nhà rồi ăn ngon giá bình dân,21,2,0,0,2
Canh Bún Thái Sơn,Công Thái,4.0,Thời gian chỉnh sửa: 5 năm trước,"Hợp khẩu vị
Chỗ để xe 2 bánh thôi
Xe 4 bánh thì mua về có lẽ ok hơn.",google_maps_reviews_20260224_213846.csv,hợp khẩu vị chỗ để xe bánh thôi xe bánh thì mua về có lẽ ok hơn,17,3,0,3,0
Canh Bún Thái Sơn,Tiến Lê,4.0,5 năm trước,"Quán sạch, phục vụ nhanh ! Ô chủ dễ thương, dẫn xe cho khách !",google_maps_reviews_20260224_213846.csv,quán sạch phục vụ nhanh ô chủ dễ thương dẫn xe cho khách,13,0,2,2,0
Canh Bún Thái Sơn,Hồng Phúc Trần,4.0,6 năm trước,"Quán ăn khuya ngon, chủ quán nhiệt tình, bàn ghế sạch sẽ.",google_maps_reviews_20260224_213846.csv,quán ăn khuya ngon chủ quán nhiệt tình bàn ghế sạch sẽ,12,2,2,2,0
Canh Bún Thái Sơn,Hoàng Nguyễn,4.0,11 tháng trước,"Ăn được nhưng hơi lạt, ít topping",google_maps_reviews_20260224_213846.csv,ăn được nhưng hơi lạt ít topping,7,3,0,0,0
Canh Bún Thái Sơn,nhat nguyen minh,4.0,5 năm trước,"Ngon giá cả hợp lý ,kg có chỗ giữ xe",google_maps_reviews_20260224_213846.csv,ngon giá cả hợp lý kg có chỗ giữ xe,10,2,0,0,2
BB.Q CHICKEN D'CAPITALE,Charles,4.0,một tháng trước,Gà rán hàn quốc loại đủ để ăn,google_maps_reviews_20260514_020235.csv,gà rán hàn quốc loại đủ để ăn,8,3,0,0,0
BB.Q CHICKEN D'CAPITALE,Đạt Nguyễn Đức,4.0,2 năm trước,"Đồ ăn khá ổn, phục vụ hơi lâu chút nhưng bù lại gà tươi, ngon",google_maps_reviews_20260514_020235.csv,đồ ăn khá ổn phục vụ hơi lâu chút nhưng bù lại gà tươi ngon,15,2,3,0,0
