rating,text,word_count,food,service,place,cost
5 sao,"quán rộng, thoáng. mấy bạn nhân viên dễ thương nhẹ nhàng, luôn chào khách. phục vụ nhanh nhẹn. ramen giá vừa, karaage chiên vừa đủ mọng nước siêu ngon",29,2,2,2,2
5 sao,"quán đẹp không gian sạch thoáng mát, nhân viên nhiệt tình đặc biệt các bạn bếp hô hào rất vui nhộn và chuyên nghiệp.",24,0,2,2,0
5 sao,"đồ ăn ngon , nhân viên thân thiện , không gian thì sạch sẽ có nhạc nữaa rất là nhật nhé",21,2,2,2,0
5 sao,"phục vụ nhiệt tình và dễ thương, đồ ăn bày trí đẹp mắt, sạch sẽ do không hợp đối với khẩu vị mình nhưng nhìn chung vẫn ổn, 5 sao vì phục vụ nhiệt tình",35,3,2,0,0
5 sao,"quán ăn sáng sủa, sạch sẽ, nhân viên nhiệt tình ,thân thiện, giá của mì tạm ổn không quá cao cũng không thấp. sợi mì dai, thơm, nước lèo đậm đà, béo, thơm. nói chung là ổn.",37,2,2,2,3
5 sao,"mình dùng bữa tối tại quán, không gian nhiều chỗ, nhân viên nhiệt tình, có nhiều loại ramen và udon để lựa chọn và có thể nhờ nhân viên tư vấn, vị mì ổn nhé",34,2,2,3,0
5 sao,"quán ngay mặt tiền đường dễ tìm. nhân viên thân thiện, dễ thưn lắm. chỉ tôi dùng sốt tận tình, món ăn vị vừa phải, không bị ngán. 8đ. giá cả cũng vừa phải.",34,2,2,0,2
5 sao,"các bạn nhân viên vui vẻ, nhiệt tình hỗ trợ, giải thích tất cả các món ăn, đồ ăn ngon, trải nhiệm tốt.",23,2,2,0,0
5 sao,"đồ ăn ngon, không qá mặn như mấy quán khác",10,2,0,0,0
5 sao,siêu ngon mà hay có ưu đãi nữa,9,2,0,0,0
5 sao,"tuyệt vời ! tô mì size lớn bự thiệt, cân nhắc kĩ 1ng chắc là không thể ăn hết",20,3,0,0,0
5 sao,"món ăn ngon vừa khẩu vị, không gian đẹp sáng sủa, mấy bạn nhân viên chuyên nghiệp và thân thiện",20,2,2,2,0
5 sao,"đồ ăn ngon, vừa vị, nhân viên hỗ trợ nhiệt tình",11,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên thân thiện",7,2,2,0,0
5 sao,"đồ ăn ngon vừa miệng, nhân viên nhiệt tình",9,2,2,0,0
5 sao,"quán rộng rãi thoáng mát, nhân viên vui vẻ nhiệt tình lịch sự, udon bò ngon nhắm nè, ăn ở đây được 2 lần rùi và sẽ quay lại",30,2,2,2,0
5 sao,"đồ ăn ngon, quán xinh, mọi người đến thử nhé",10,2,0,2,0
5 sao,"mì ngon, các bạn nhân viên rất nhiệt tình ạ",10,2,2,0,0
5 sao,"nhà hàng sạch sẽ, phục vụ tận tình, thức ăn ngon",11,2,2,2,0
5 sao,lần đầu tiên đến ăn tại quán mà món ăn cực kì ngon làm cho mình có cảm giác ăn rất soan trọng.nhân vên tư vấn tên thuận rất nhiệt tình. lần sau sẽ tiếp tục đến ăn và giới thiệu cho bạn bè.,44,2,2,0,0
5 sao,"quán có bếp mở nhưng không bị ám mùi, phục vụ take care khách từ khi bước vào cửa cho đến lúc ra về luôn. đồ ăn ổn giá cũng rất hợp lý có phần nhỏ cho những bạn muốn ăn nhiều món để trải nghiệm.",46,3,2,2,2
5 sao,"quán rộng rãi, sạch sẽ, mát mẻ, nhân viên tận tình. udon chất lượng, ngon.",15,2,2,2,0
5 sao,"đồ ăn ngon, phục vụ tốt, không gian thoáng mát dễ chịu",12,2,2,2,0
5 sao,"đồ ăn siêu ngon, vừa miệng, trang trí đẹp mắt. dịch vụ nhiệt tình, thân thiện và không gian cũng thoảng mái",22,2,2,2,0
5 sao,đồ ăn ngon nhân viên nhiệt tình,7,2,2,0,0
5 sao,đồ ăn ngon nhân viên dễ thương lắm nhé,8,2,2,0,0
5 sao,"đồ ăn ngon, các bạn nhân viên nhiệt tình. lần sau sẽ ghé ăn tiếp",15,2,2,0,0
5 sao,"ngon, vị dễ ăn, nhân viên nhiệt tình",8,2,2,0,0
5 sao,"hihihi ngon quá i, mấy anh chị nhân viên dễ thương. thích ăn gà nhất",17,2,2,0,0
5 sao,"quán thoáng mát, rộng rãi, phục vụ nhanh. đồ ăn ngon vừa khẩu vị của mình nhé",17,2,2,2,0
5 sao,"đồ ăn ngon ,phục vụ nhiệt tình",7,2,2,0,0
5 sao,"mì undon ngon vừa miệng, có dịch vụ sinh nhật bất ngờ cho khách và tặng quà rất là cute ạ. cảm ơn quán nhìu ạ, mình sẽ quay lại lần nứa",32,0,2,0,0
4 sao,"nhà hàng phục vụ khá ổn, nhân viên dễ thương nhiệt tình. món ăn ngon hợp vị",17,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên nhiệt tình thân thiện có không gian cho em bé chơi nữa. rất ổn luôn",20,2,2,2,0
5 sao,"đồ ăn ngon, quán đẹp, nhân viên nhiệt tình",9,2,2,2,0
5 sao,"đồ ăn siêu ngon, quầy nước nhiều loại, nhân viên tư vấn và phục vụ tận tâm rất nhiệt tình luôn, nhà hàng sạch sẽ máy lạnh mát, nói chung là quán rất ổn, sẽ ghé lần sau",38,0,2,2,0
5 sao,"mì ramen ngon, sợi mì dai không bị bở, nước dùng thơm và béo. nói chung là 10 điểm không có nhưng. mọi người tới trải nghiệm nhé.",28,2,0,0,0
5 sao,"bữa ăn rất ổn, mong quán sắp tới có thêm ghế ăn cho em bé để tiện hơn cho các gia đình có bé nhỏ",25,3,0,0,0
5 sao,"mì ở đây khá ngon, vị thanh và béo. nvien phục vụ nhiệt tình lắm á. rất đáng để thử nhen",22,2,2,0,0
5 sao,"nhân viên dễ thương take care tốt , ramen ngon nhé",12,2,2,0,0
5 sao,"không gian rộng rãi, quán mới mở nên lượng khách chưa đông như chi nhánh khác, nhân viên lịch sự, tận tâm, che dù cho khách khi trời mưa, đồ ăn ngon, sạch sẽ.",34,2,2,2,0
5 sao,đồ ăn ngon. nên thử,5,2,0,0,0
5 sao,đồ ăn ngon phục vụ nhiệt tình,7,2,2,0,0
4 sao,"quán máy lạnh mát mẻ, mì nêm nước hơi bị mặn, thịt ngon.",13,1,0,2,0
5 sao,"đồ ăn nhìn hấp dẫn, nước dùng ngon, nhân viên dễ thương, nhiệt tình.",14,2,2,0,0
5 sao,"mì ngon xỉu, nhân viên dễ thương, có khu vực chơi mini cho bé",15,2,2,2,0
5 sao,"đồ ăn ngon, nhân viên dễ thương",7,2,2,0,0
5 sao,"quán mì ramen udon có hương vị khá chuẩn nhật, nước dùng thơm và sợi mì dai. menu đa dạng, có nhiều lựa chọn từ ramen đến udon và các món ăn kèm. không gian quán thường được trang trí theo phong cách nhật, tạo cảm giác ấm cúng.",49,2,0,2,0
5 sao,"mọi thứ đều ổn, vị khá ngon, dịch vụ tốt",10,2,2,0,0
5 sao,"đồ ăn ổn, có khuyến mãi đi t2 tới t5 ramen có 99 vnd mọi người nên đi thử ramen nhiều ăn no nhé ae",25,3,0,0,2
5 sao,"mì ramen ngon , cọng mì thơm, nước dùng béo béo nhẹ không bị ngán, đặc biệt trứng rất thơm không bị tanh, nhân viên phục vụ nhiệt tình, dễ thương, lịch sự, không gian sạch sẽ.100. sẽ ủng hộ quán dài lâu",43,2,2,2,0
5 sao,món ăn hợp khẩu vị chuẩn mì nhật thích gợp đi ăn bới bạn bè và gia dình,18,2,0,0,0
5 sao,"nhạc quán bật chill, không gian rộng rãi các bạn nhân viên rất dễ thương, chu đáo. lần này mình mới thử udon thôi lần sau sẽ thử tiếp ramen",30,0,2,2,0
5 sao,đồ ăn ngon nhân viên dễ thương,7,2,2,0,0
5 sao,"quán sạch sẽ thoáng , view đẹp ramen ngon , thịt mềm , nêm nếm vừa miệng sẽ quay lại nhiều lần",22,2,0,2,0
5 sao,"đồ ăn ngon, phục vụ dễ thương",7,2,2,0,0
3 sao,"đồ ăn ổn nè, quán đẹp và sạch sẽ, mỗi tội sao xe tôi bị bảo vệ gác chân trong khi ngồi ngay bên cạnh nên không vui chút hehe",30,3,1,2,0
5 sao,"đồ ăn sạch sẽ, không gian thoáng mát, chú bảo vệ cực kì dễ thương luôn, nhân viên phục vụ ổn",21,2,2,2,0
5 sao,"nhân viên phục vụ tốt với nhiệt tình lắm, còn recommend cho mình nữa. ramen ngon, nên thử nếu có dịp nhé",22,2,2,0,0
5 sao,"đồ ăn ngon, khẩu phần nhiều, giá hợp lý, sạch sẽ, nhân viên thân thiện, lên món nhanh",18,2,2,2,2
5 sao,"không gian thoáng mát, đồ ăn hợp vị, các bạn nhân viên nhiệt tình",15,2,2,2,0
5 sao,"mì dai ngon, nước dùng vừa ăn. quán sạch sẽ, thoáng mát",12,2,0,2,0
5 sao,đồ ăn ngon nhân viên lễ phép,7,2,2,0,0
5 sao,giá rẻ ngon không gian xịn đẹp nhân viên nhiệt tình,11,2,2,2,2
5 sao,"quán sạch sẽ, gọn gàng, nhân viên phục vụ chu đáo, tích cực, món ăn lên nhanh nhẹn, rất ngon.",20,2,2,2,0
5 sao,"quán rộng rãi,mát mẻ udon rất ngon nước mì rất thanh cơm bò rất ngon không tanh bò",18,2,0,2,0
5 sao,"đồ ăn ngon, trình bày đẹp mắt",7,2,0,0,0
5 sao,đồ ăn ngon vừa vị rất hợp ý mình,9,2,0,0,0
1 sao,cái tô thiết kế rất khờ. khó ăn và hơi nóng phả vào mặt khi ăn. nhân viên chỉ nói nó to thôi chứ thực tế cái tô rất rất to,33,1,3,0,0
5 sao,"lần đầu tiên ăn nên tháy món ăn cũng vừa miệng. phục vụ thì rất tốt, nhiệt tình thân thiện.",20,3,2,0,0
5 sao,"đồ ăn ngon, món ra nhanh",6,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên nhiệt tình 10 đỉm",9,2,2,0,0
2 sao,"quán ramen, h ăn trưa 11h-13h mà bếp không chuẩn bị nguyên liệu báo hết sợi mì ramen dù quán không hề đông. cầm xem lại hoạt động cung ứng",30,0,1,0,0
5 sao,hôm nay trời mưa mình đi ăn thử quán. quán khá sạch sẽ mì cũng rất ngon nhé. sẽ ủng hộ thêm nữa,23,2,0,2,0
