place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Cơm Niêu Hương Vị Việt,Hồng Nhung,1.0,một năm trước,Không nghĩ ở Nha Trang vẫn có những cửa hàng chặt chém tới vậy. Mấy quán cơm niêu thì quán nào tên cũng na ná nhau. Số lượt đánh giá ở quán này mình nghĩ 90% là bỏ tiền ra mua chứ không phải đánh giá thật …,google_maps_reviews_20260516_102712.csv,không nghĩ ở nha trang vẫn có những cửa hàng chặt chém tới vậy mấy quán cơm niêu thì quán nào tên cũng na ná nhau số lượt đánh giá ở quán này mình nghĩ là bỏ tiền ra mua chứ không phải đánh giá thật,46,0,0,0,1
Cơm gà Hải Nam ( Kiểu Singapore ),Dũng Hồ,1.0,7 tháng trước,"Đồ ăn thì mắc, tưởng bỏ nhiều tiền ra để được ăn sạch sẽ mà nó như vậy đây, gián con lúc nhúc trong đồ ăn",google_maps_reviews_20260517_131018.csv,đồ ăn thì mắc tưởng bỏ nhiều tiền ra để được ăn sạch sẽ mà nó như vậy đây gián con lúc nhúc trong đồ ăn,26,1,0,0,1
Cơm gà Hải Nam ( Kiểu Singapore ),Tú Anh,1.0,một năm trước,"Vào quán gọi cơm gà đùi kêu hết, vừa kêu món khác mang ra chưa đầy 5 phút khách mang về kêu 2 gà đùi có liền. Mất hết cảm tình.",google_maps_reviews_20260517_131018.csv,vào quán gọi cơm gà đùi kêu hết vừa kêu món khác mang ra chưa đầy phút khách mang về kêu gà đùi có liền mất hết cảm tình,29,0,1,0,0
Cơm gà Hải Nam ( Kiểu Singapore ),THANG HUYNH NGOC,1.0,một năm trước,"Đồ ăn kg còn ngon như xưa, gà bở, nc chấm không đậm đà!",google_maps_reviews_20260517_131018.csv,đồ ăn kg còn ngon như xưa gà bở nc chấm không đậm đà,14,1,0,0,0
Cơm gà Hải Nam ( Kiểu Singapore ),phi minh,1.0,7 tháng trước,"Đồ ăn thì được, nhưng ông giữ xe như côn đồ; quăng quật xe của khách trầy và bể cả dè trước xe, để nghị xem lại ông giữ xe, lần sau quay lại còn ông đó thì coi như bey bey quán  (8h00 tối ngày 09/10/2025)",google_maps_reviews_20260517_131018.csv,đồ ăn thì được nhưng ông giữ xe như côn đồ quăng quật xe của khách trầy và bể cả dè trước xe để nghị xem lại ông giữ xe lần sau quay lại còn ông đó thì coi như bey bey quán h tối ngày,46,2,1,0,0
Cơm gà Hải Nam ( Kiểu Singapore ),Trung Thanh,1.0,8 tháng trước,Ko hiểu quán tính giá trà đá 5k một ly dc hay thật,google_maps_reviews_20260517_131018.csv,ko hiểu quán tính giá trà đá k một ly dc hay thật,13,0,0,0,1
Cơm gà Hải Nam ( Kiểu Singapore ),Tien Vu,1.0,một năm trước,"Tôi không thể tin được họ lại tính giá cắt cổ cho một trải nghiệm đáng thất vọng như vậy. Nhà hàng thì bẩn thỉu, dịch vụ thì tệ hại, đồ ăn thì chẳng có gì đặc biệt. Rõ ràng là họ đang lợi dụng khách du lịch.",google_maps_reviews_20260517_131018.csv,tôi không thể tin được họ lại tính giá cắt cổ cho một trải nghiệm đáng thất vọng như vậy nhà hàng thì bẩn thỉu dịch vụ thì tệ hại đồ ăn thì chẳng có gì đặc biệt rõ ràng là họ đang lợi dụng khách du lịch,48,1,1,1,1
Cơm gà Hải Nam ( Kiểu Singapore ),Ý Đỗ,1.0,10 tháng trước,"- Dĩa cải chua tưởng đồ ăn kèm. Tính tiền 15k. Ko đáng bao nhiêu nhưng mang đến cảm giác bị Gài!
- Nước sâm thì vị quá dở! Uống như bị thiêu. …",google_maps_reviews_20260517_131018.csv,dĩa cải chua tưởng đồ ăn kèm tính tiền k ko đáng bao nhiêu nhưng mang đến cảm giác bị gài nước sâm thì vị quá dở uống như bị thiêu,31,1,0,0,1
Cơm gà Hải Nam ( Kiểu Singapore ),Phúc Phạm,1.0,9 tháng trước,Một ngày ghé ăn và bị nhân viên không tiếp đón. Kiểu như lựa khách mà phục vụ vậy.,google_maps_reviews_20260517_131018.csv,một ngày ghé ăn và bị nhân viên không tiếp đón kiểu như lựa khách mà phục vụ vậy,19,0,1,0,0
Cơm gà Hải Nam ( Kiểu Singapore ),Kevin Nguyen,1.0,9 tháng trước,Tôi đã từng ăn gà Hải Nam và cơm gà ở Singapore nhưng quán này thậm chí còn không xứng tầm với tên gọi đó vì gà ở đây đơn giản là không ngon. Hãy cầm tiền của bạn và ăn ở một nơi ngon hơn!,google_maps_reviews_20260517_131018.csv,tôi đã từng ăn gà hải nam và cơm gà ở singapore nhưng quán này thậm chí còn không xứng tầm với tên gọi đó vì gà ở đây đơn giản là không ngon hãy cầm tiền của bạn và ăn ở một nơi ngon hơn,46,1,0,0,0
