place_name,user,rating,time,text,source_file,clean_text,word_count,food,service,place,price
Dookki Vincom Phan Văn Trị,Liên Lê,3.0,7 tháng trước,Cảm thấy có 1 vài nhân viên thái độ bị thờ ơ quá,google_maps_reviews_20260224_213846.csv,cảm thấy có vài nhân viên thái độ bị thờ ơ quá,12,0,1,0,0
Bánh Xèo 46A,残数,3.0,3 năm trước,Món bánh xèo nổi tiếng khá nhiều dầu mỡ. Tôi ước gì nó có nhiều thịt hơn. Thực đơn của họ còn rất nhiều món khác nữa.,google_maps_reviews_20260514_020235.csv,món bánh xèo nổi tiếng khá nhiều dầu mỡ tôi ước gì nó có nhiều thịt hơn thực đơn của họ còn rất nhiều món khác nữa,27,1,0,0,0
Bánh Xèo 46A,담땅콩,3.0,6 năm trước,"Bánh Xèo 90.000 VND (4.500 KRW). Giá khá cao so với giá địa phương. Không nên mua. Về hương vị, bánh bên ngoài nhiều dầu mỡ và vị rất tệ; giá đỗ bên trong hoàn toàn không được nêm nếm.",google_maps_reviews_20260514_020235.csv,bánh xèo vnd krw giá khá cao so với giá địa phương không nên mua về hương vị bánh bên ngoài nhiều dầu mỡ và vị rất tệ giá đỗ bên trong hoàn toàn không được nêm nếm,38,1,0,0,1
Bánh Xèo A Mật,Vo Tuyen,3.0,2 năm trước,"Quán được cái tiếng lâu đời thôi..chứ ăn mấy lần ủng hộ mà thấy giảm chất lượng rồi..
Bánh xèo dầu nhiều, bột bị cứng, sò huyết xào tỏi ngon, ốc lát tiêu xanh ngon...gỏi cuốn dỡ lắm nghen, đừng ăn...",google_maps_reviews_20260514_020235.csv,quán được cái tiếng lâu đời thôi chứ ăn mấy lần ủng hộ mà thấy giảm chất lượng rồi bánh xèo dầu nhiều bột bị cứng sò huyết xào tỏi ngon ốc lát tiêu xanh ngon gỏi cuốn dỡ lắm nghen đừng ăn,43,3,0,0,0
Bánh Xèo A Mật,Lam Lam,3.0,2 tháng trước,"Đợi hơn 1 tiếng. Đến trước nhưng món lên sau còn người tới sau thì món lên rất nhanh?
Quán làm ăn kỳ cục nhân viên thái độ kém",google_maps_reviews_20260514_020235.csv,đợi hơn tiếng đến trước nhưng món lên sau còn người tới sau thì món lên rất nhanh quán làm ăn kỳ cục nhân viên thái độ kém,28,0,1,0,0
Bánh Xèo A Mật,Lê Thanh (Windy),3.0,2 năm trước,"Bánh xèo ngon, quán đông, phục vụ chậm, ngồi cả tiếng mới có bánh xèo ăn , giá nhãn vườn cao mà hạt to",google_maps_reviews_20260514_020235.csv,bánh xèo ngon quán đông phục vụ chậm ngồi cả tiếng mới có bánh xèo ăn giá nhãn vườn cao mà hạt to,23,2,1,0,3
Bánh Xèo A Mật,Huu Tien NGUYEN,3.0,Thời gian chỉnh sửa: một năm trước,"Không còn ngon như xưa, quán đông khách nhưng nhà vệ sinh không tốt. Giá hơi cao. …",google_maps_reviews_20260514_020235.csv,không còn ngon như xưa quán đông khách nhưng nhà vệ sinh không tốt giá hơi cao,17,1,0,1,3
Bánh Xèo A Mật,truongnguyen tinhvuong,3.0,một năm trước,"Nước chấm theo quan điểm cá nhân ko ngon, quá ngọt, bánh xèo thit ok, cái này 3 người ăn. Tóm gọn là ăn cho biết thì ok",google_maps_reviews_20260514_020235.csv,nước chấm theo quan điểm cá nhân ko ngon quá ngọt bánh xèo thit ok cái này người ăn tóm gọn là ăn cho biết thì ok,27,3,0,0,0
Bánh Xèo A Mật,Suchul Nguyen,3.0,2 năm trước,"Ăn ngon nhưng giá cao so với chất lượng, phục vụ hơi chậm. Phần lớn là khách du lịch ghé đung bữa.",google_maps_reviews_20260514_020235.csv,ăn ngon nhưng giá cao so với chất lượng phục vụ hơi chậm phần lớn là khách du lịch ghé đung bữa,22,2,1,0,1
Bánh Xèo A Mật,Thành Đô Lưu,3.0,4 năm trước,"2022.02.27 Bánh khá giòn, 2 người nên kêu 1 cái 65k/cái. Có bãi đậu ô tô rộng rãi.
Về vị tôi là người miền Tây Bánh xèo 7tới ở Cái Răng vẫn hấp dẫn hơn.",google_maps_reviews_20260514_020235.csv,bánh khá giòn người nên kêu cái k cái có bãi đậu ô tô rộng rãi về vị tôi là người miền tây bánh xèo tới ở cái răng vẫn hấp dẫn hơn,33,3,0,2,0
