place_name,user,rating,time,text
Bánh Đúc và Cháo sườn Quang Gánh 2,Ha Chi Ng,1 sao,2 tháng trước,"hnay mình bị sốt nên có nhờ bạn mua cháo sườn ở chỗ này, nhận hộp cháo nóng hổi mà đóng gói oke còn đang ưng cái bụng. Xong mình cũng tranh thủ ăn để còn uống thuốc. Ăn được phân nửa mình ngó xuống thì thấy cháo có quả topping như này =))) Mắc ói luôn á trời, đã ốm nên tâm trạng khó chịu xong dính ngay hộp cháo có sâu ở trỏng. Mong quán coi lại khâu vệ sinh đồ ăn nhé"
Bánh Đúc và Cháo sườn Quang Gánh 2,Dang Hoang Yen Nguyen,1 sao,9 tháng trước,Tôi mới vừa mua 3 hộp cháo ở tiệm cháo sườn Quang Gánh 2 trên đường Lê Quang Định. Tôi là khách hàng quen thuộc. Hầu như mua cháo mọi ngày ở chỗ này. Đã 3 lần chủ quán đóng nắp hộp đựng cháo không kỹ. Về nhà cháo đổ tràn ra bao ni lon. Tôi đã góp ý 2 lần. Mới vừa rồi vì chủ quán không mua loại bao kích cỡ vừa vặn với hộp cháo mà lại chồng 3 hộp cháo rồi để vào 1 cái túi ni lon quá lớn nên khi về nhà hộp cháo cuối bị nghiêng và đổ cháo ra ngoài bao. Tôi đến góp ý và yêu cầu chủ quán làm lại 3 hợp khác chờ con tôi đi làm khuya về ăn nhưng chủ quán chẳng những không cáo lỗi mà lại còn bảo rằng lần sau sẽ không bán cho tôi nữa. Chuyện này lỗi hoàn toàn về phía chủ quán mà cả nhà họ còn ùa vào gây gổ. Không tỏ thái độ thiện chí với khách hàng. Tôi đưa lên câu chuyện này lưu ý mọi người khi đến mua cháo đem về thì kiểm tra cách đóng gói trước khi ra về. Tránh xảy ra chuyện đáng tiếc như tôi đã bị gia đình họ đối xử.
Bánh Đúc và Cháo sườn Quang Gánh 2,Trinh Kiều,5 sao,một năm trước,Bánh đúc ở đây rất ngon và rẻ. Ăn từ hồi sinh viên đến lúc đi làm vẫn thấy ngon
Bánh Đúc và Cháo sườn Quang Gánh 2,Ngọc Lê,1 sao,4 tháng trước,"Mới ăn bánh đúc xong, thấy mn đánh giá ngon nên ăn thử. Bột nhão có thể nói là ngang ngữa cháo đặc, chả ngon. Nhưng chủ yếu bột bánh mà dỡ thì bye nhé"
Bánh Đúc và Cháo sườn Quang Gánh 2,Kathy,5 sao,2 năm trước,"Bánh đúc ngon lắm ăn ở đây mấy năm rồi 🥰🥰
Chỗ này dễ tìm với tiện đường hơn bên Lê Đức Thọ, đi từ PVĐ rẽ vào Lê Quang Định 2,3 căn là thấy quán bên tay phải"
Bánh Đúc và Cháo sườn Quang Gánh 2,Le Lam Diem Quynh,1 sao,9 tháng trước,"Đã báo với chủ quán tận 3,4 lần không bỏ hành phi vì dị ứng, chủ quán nghe xong vẫn bỏ vào. Về mở hộp ra 1 nửa hộp là hành phi. Thật sự rất thất vọng."
Bánh Đúc và Cháo sườn Quang Gánh 2,Q C,4 sao,một năm trước,"Giá 25k, có 1 thanh chả lụa. Quán bán 24h/ 24h. Mình rất thích ăn bánh đúc nên biết đây là bánh đúc làm từ bột năng nhiều hơn bột gạo nhen"
Bánh Đúc và Cháo sườn Quang Gánh 2,Lâm Đỗ,4 sao,3 năm trước,"Quán ăn với menu đa dạng, thích hợp với những buổi ăn sáng muộn và xế chiều vì chỗ để xe của quán hơi hẹp. Không gian quán tương đối khoảng 25 khách."
Bánh Đúc và Cháo sườn Quang Gánh 2,Minh Tâm Trần Ngọc,5 sao,4 tháng trước,"Ăn ở đây nhiều năm rồi, rất ngon, cô chủ dễ thương và nhớ khẩu vị ăn uống của khách"
Bánh Đúc và Cháo sườn Quang Gánh 2,Ve Ve TV,5 sao,6 năm trước,"Quán mới mở, giá khá cheap. Một tô cháo thịt heo giá 22k, mình ăn gần no lun. Ngoài ra quán cho món bánh đúc và chè các loại. Cô chủ quán rất nhiệt tình"
Bánh Đúc và Cháo sườn Quang Gánh 2,Ann Nguyen,5 sao,2 năm trước,"Bánh đúc ngon, ai bình thường ăn nhạt thì dặn chú bỏ ít nước mắm không thì bị mặn nha.
Chú rất chill, cực kì nice, lịch sự, cẩn thận, bánh đúc 8 điểm thì chú 10 điểm"
Bánh Đúc và Cháo sườn Quang Gánh 2,phat cao,5 sao,3 tuần trước,cháo và bánh đúc ngon
Bánh Đúc và Cháo sườn Quang Gánh 2,Kim Ngân Nguyễn,5 sao,một năm trước,"Quán ngon, chỉ 25k một phần khá no, có mở 24h"
Bánh Đúc và Cháo sườn Quang Gánh 2,TUAN,5 sao,một năm trước,The best Bánh đúc nóng in town 🫶🫶🫶
Bánh Đúc và Cháo sườn Quang Gánh 2,Thảo,1 sao,3 năm trước,Với mình bánh đúc ở đây dở nha
Bánh Đúc và Cháo sườn Quang Gánh 2,Minh Le Hoang,3 sao,một năm trước,"Bánh đúc và chả ngon, còn chè để hôi rình"
Bánh Đúc và Cháo sườn Quang Gánh 2,Gia Phú Trần Đăng,5 sao,một năm trước,bánh đúc ngonnnnn
Bánh Đúc và Cháo sườn Quang Gánh 2,Duy Phạm,5 sao,2 năm trước,Ngon
Bánh Đúc và Cháo sườn Quang Gánh 2,Sinh Blair,5 sao,3 năm trước,"Món cháo ở đây ngon, rẻ"
Bánh Đúc và Cháo sườn Quang Gánh 2,Mai Duyên Nguyễn,5 sao,một năm trước,Cô chủ đáng yêuuuuu lắmmmm
Bánh Đúc và Cháo sườn Quang Gánh 2,Duy Nguyen,5 sao,5 tháng trước,
Bánh Đúc và Cháo sườn Quang Gánh 2,Long Hải,5 sao,8 tháng trước,
Bánh Đúc và Cháo sườn Quang Gánh 2,Lâm Phan,5 sao,một năm trước,
Bánh Đúc và Cháo sườn Quang Gánh 2,Sơn Phạm Thái,5 sao,2 năm trước,
