place_name,user,rating,time,text
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Wenny Hoàng Chuyên Hàng Hiệu Chính Hãng,4 sao,4 tháng trước,"1. Món ăn ngon nhưng phải chờ quá lâu, và ngộ đời nhất là đã ra món chậm rồi, mang ra 1 dĩa, ng kia ăn xong lâu rồi mới có dĩa còn lại.
2. Giá ổn nên thấy nhiều bạn trẻ vô và mang cả hoa và quà, mặc đồ rất đẹp.
3. Không gian nhỏ xinh, dễ thương.

Biết là quán đông, ngon, giá tốt nhưng để chờ cả 40-45ph để ra 1 món ăn và 2 đĩa chênh lệch là ko đáng.
Nên mua grab về nhà ăn cho khoẻ."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Nguyễn Phương Uyên,5 sao,một tuần trước,Bữa ăn ngon dịch vụ tốt các bạn nhân viên nhiệt tình nên rất hài lòng với bữa ăn này
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Hào Trần Tấn,5 sao,một tuần trước,"Không gian ấm cúng sang trọng , đồ ăn ngon , nhân viên nhiệt tình chu đáo .
Giá cả hợp lí"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",VIỆT PHAN BẢO,5 sao,4 tháng trước,"Đồ ăn ngon đó nhee, giá cả quá ư là hợp lý luôn:33"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Hồ Trương Quốc Huy,5 sao,một tuần trước,"Đồ ăn ngon, phục vụ nhiệt tình, thân thiện, không gian rất thoải mái và riêng tư, cuối buổi còn được tặng quà ảnh kỷ niệm. Sẽ ghé lại vào tương lai."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Phương Trang HN.,5 sao,2 tháng trước,"Đồ ăn ngon đó nhee, giá cả quá ư là hợp lý luôn:33"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Hân Ngọc,5 sao,một tháng trước,"Quán có không gian rộng rãi thoải mái
Đồ ăn ngon và vừa miệng
Lần sau sẽ quay lại nữa ạ"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Huyền Nguyễn Thị,5 sao,một tháng trước,"Đồ ăn ngon, nhân viên phục vụ nhiệt tình, sẽ quay lại."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thuong Nguyen,5 sao,4 tháng trước,"Đồ ăn nêm nếm vừa vặn, cực kì ngon luôn ạ!!! Trang trí siêu xinh, giá cả phải chăng, nhân viên tận tình từ ngoài cổng luôn ạ!!! Nhân viên phục vụ nhiệt tình, còn được tặng rửa ngay tấm ảnh kỉ niệm thiệt đáng iuu và siêu đáng iuuu luôn ạ!!! 10 điểm không có nhưng ạ!!! ❤️"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Tuấn Đặng Thanh,1 sao,3 tháng trước,"Chất lượng món ăn: 1*
Không gian: 2*
Phục vụ: 2*
Giá cả: 4*

Chất lượng món ăn tệ, thực sự mình chưa từng ăn món steak chỗ nào tệ như nhà hàng này. Thịt bò vừa ít, vừa dai kinh khủng khiếp 😱. Giá cao tương đương quận 1 như  love steak nhưng chất lượng cực tệ, view tệ, không gian nhỏ hẹp và cũ kỹ. Nhà hàng thu thuế, service fee, nhưng không thấy bất kỳ service gi??? Sẽ không ghé lại, cũng như  không recommend bạn bè."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",zi dy,5 sao,một tháng trước,"Đồ ăn ngon , nhân viên nhiệt tình rcm mọi người nên ghé nhoo 🩷"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Trúc Lê,5 sao,một tháng trước,"Quán ấm cúng đồ ăn ngon lém, tổ chức sinh nhật hoặc kỉ niệm ở đây cũng riêng tư nữa 🥰"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thanhtruc NL,1 sao,2 tháng trước,"Ai đang có ý định tổ chức sinh nhật hay những dịp quan trọng ở đây thì suy nghĩ nha ! ( Tiền mất còn rước bực thêm )

1. Thái độ nhân viên lồi lõm, cộc lốc như kiểu làm ơn. Mở cửa cái “rầm”, đặt dĩa salad xuống bàn nghe rầm rầm, mặt lạnh tanh như khách đang làm phiền họ vậy đó.

2. Món Âu mà đem món chính ra trước khai vị, hỏi thử khách ăn kiểu gì cho đúng vị?

3. Đặt bàn 4 người mà thêm 1 người thôi cũng phải chen chúc, trong khi xung quanh vẫn còn chỗ. Nhân viên kiểu không muốn giúp, nói chuyện như cho có.

4. Mình có decor sẵn để tổ chức sinh nhật, nhờ nhân viên phụ dẹp xuống cho dễ ăn, mà thái độ như kiểu mình sai còn kêu mình qua bàn kia tự dẹp luôn.

5. Mặc váy dài, mang guốc cao nên khi bánh sinh nhật giao tới, mình có nói nhờ mang lên giùm. Ủa mà cái cách nhân viên mang lên là kiểu gì vậy? Thái độ lồi lõm, đặt bánh như quăng vào mặt khách luôn 😤

6. Khi mà tiệc chuẩn bị bắt đầu mình cũng lắp gắp ! Nên có nhờ quán giữ bàn thêm thời gian và mình cũng có ngỏ ý sẽ cọc thêm tiền. Nhưng cái thái độ đáp lại là vấn đề không phải tiền mà là 22h đóng cửa ạ ? Đây là cách đáp trả khách trong ngày quan trọng của họ khi làm dịch vụ ha, mình bảo trễ hơn 5 -10p chứ k phải 1 2 tiếng và mình đặt bàn lúc 7h30:)))

Sau trải nghiệm này thì em không sao quán 1 sao 😇 kiểu lần đầu trải nghiệm ối giồi ôi còn ra về thì xin đánh giá 5 sao ? Để em cho quán cái ảnh với đánh giá nha :) không gian xinh đồ ăn cũng ổn nhưng nên thay máu tổ chức"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Bacgau Shop,5 sao,4 tháng trước,"nhân viên dễ thương , có chụp ảnh cho khách . phục vụ oke . không gian ở quán đẹp và thoải mái"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Tùng Võ Sơn,5 sao,3 tháng trước,"Đồ ăn ngon, hợp khẩu vị
Không gian sang trọng, lãng mạng
Các bạn nhân viên nhỏ nhẹ, lịch sự."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Dinh Nhu Nhu,5 sao,2 tháng trước,"Mình đã quay lại nhiều lần và chất lượng không thay đổi, thức ăn ngon và chỉnh chu. Nhân viên nhiệt tình 🥰"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Tùng Sơn,5 sao,3 tháng trước,"1 buổi tối kỷ niệm tuyệt vời với vợ chồng tôi.
12 năm rồi tôi mới có 1 bữa ăn lãng mạng như vậy.
Giá cả phải chăng. Đồ ăn ngon hợp vị. Không gian buổi tối cực lãng mạng, thanh lịch, sang trọng.
Sẽ quay lại nhiều lần nữa.
Romantic Dinner !!!"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Nhien An,5 sao,2 tháng trước,"Đồ ăn rất ngon nhân viên nhiệt tình dễ thương, nhà hàng trang trí rất đẹp và hỗ trợ khách đổi giờ hết mình"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Nhi Nguyễn,5 sao,2 tuần trước,"Quán ấm cúng đồ ăn ngon lắm ạ , tổ chức sinh nhật hoặc kỉ niệm ở đây cũng riêng tư nữa 😍😍 …"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Trung Võ,5 sao,một tháng trước,Quán deco đẹp món ăn hợp khẩu vị ngon nhân viên phục vụ nhiệt tình
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Tuấn Anh Mai,5 sao,một tháng trước,Đồ ăn ok ạ nhân viên nhiệt tình
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Phúc Phan,5 sao,4 tháng trước,Đồ ăn ngon và Decor đẹp. Mn dẫn người yêu hay vợ tới để hẹn hò thì tuyệt vời nha.
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Khánh Quách,5 sao,4 tuần trước,Đồ ăn rất ngon. Không khí tuyệt vời. Mấy chị nhân viên nhiệt tình ạ
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",1009_hn Nhipham,5 sao,5 tháng trước,"Đồ ăn ngon hợp khẩu vị lắm ạ, set up chụp hình lên đẹp dễ thương, yên tĩnh lãng mạn, bạn mình thích lắm, nói chung tuỵt ạ 🫰🏻 10 điểm"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Vương Thuỳ,5 sao,2 tháng trước,"không gian ở đây rất là xinh luôn nha, rất riêng tư và ấm áp phù hợp để hẹn hò vào những dịp đặc biệt, đáng để trải nghiệm nhé"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Nguyễn Võ Như Huỳnh,5 sao,3 tháng trước,"Phục vụ tốt, không gian đẹp riêng tư, nhiệt tình chu đáo, đồ ăn ngonnnlamws rcm cho mấy bạn mún hẹn hò ở đây nha"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Nguyen My,5 sao,2 tuần trước,"Quán ấm cúng đồ ăn ngon lém, tổ chức sinh nhật hoặc kỉ niệm ở đây cũng riêng tư nữa 🥰 …"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Ngọc Anh Nguyễn,5 sao,một tuần trước,"Đồ ăn ngon, decord đẹp, nhân viên quán nhiệt tình thân thiện"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",thi trúc,5 sao,một tháng trước,"Đi hẹn hò hay sinh nhật ghé Mr.saigon là sự lựa chọn đúng đắn lun í. Đồ ăn hợp khẩu vị, chị nhân viên nhiệt tình chụp ảnh dùm mình siu ưng luôn. Tóm lại nên ghé nha mụi ngừi"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Hải Yến Nguyễn,5 sao,một tháng trước,"Đồ ăn ngon, không gian đẹp, nhân viên nhiệt tình"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Pii Nguyễn,5 sao,một tháng trước,Không gian từng tầng decor khác nhau. Đồ ăn oki. Nhân viên phục vụ chu đáo
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Toàn Nguyễn,5 sao,một tháng trước,"Không gian tuyệt vời , đồ ăn ngon , các bạn nên đến trải nghiệm sẽ thấy thú vị và lãng mạn"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Kiệt Chí,5 sao,3 tháng trước,"Đồ ăn ngon , không gian ấm cúng , nhân viên nhiệt tình thân thiện . Một nơi lý tưởng để hẹn hò"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Lê Thị Thuỳ Thuỷ,5 sao,4 tuần trước,"Đồ ăn ngon, không gian ấm cúng, nhân viên nhiệt tình hỗ trợ còn chụp ảnh in ra khung cho khách nữa."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thảo LTP,5 sao,4 tháng trước,"Không gian đẹp, kiểu Âu Mỹ, phù hợp cho hẹn hò, giá cả cũng khá mềm. Quán có bán nhiều set đi kèm hoa và bánh rất xinh."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thien Nguyen,5 sao,một tháng trước,"Đồ ăn theo mình cảm thấy khá hợp khẩu vị, không gian đẹp, yên tĩnh phù hợp cho các bạn thích sự riêng tư nhé!!"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thành Tài Phạm Lê,5 sao,2 tuần trước,"đồ ăn ngon
không gian đẹp thích hợp là nơi hẹn hò"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Thanh Bao,5 sao,2 tuần trước,Phục vụ nhiệt tình nhân viên dễ thương trang trí đẹp đã quay lại lần 2 và sẽ quay lại ạ
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Lâm Phúc,5 sao,một tháng trước,"Quán đẹp không gian rộng rãi mát mắc rẻ quá đi
Đồ ăn ngon rất vừa miệng
sẽ ủng hộ lại lần sauuu ạ"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Gia Ân Ngô,5 sao,một tháng trước,"Quán decor siêu xinh, bò ngon, ko gian hẹn hò sn cho gđ nhỏ hay cặp đôi hẹn hò rất ok"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Lẹ Dương,5 sao,2 tháng trước,"Đồ ăn rất ngon, phục vụ rất nhiệt tình đáng để trãi nghiệm"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Quỳnh Anh,5 sao,5 tháng trước,"Quán decor tiệc giúp mình rất dễ thưn, đồ ăn cũng khỏi chê, phù hợp cho các couple đi date. Hôm trước mình đi với bạn mình thì trông khá lạc quẻ :v nhưng mà thôi kệ"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Vy Thúy,5 sao,2 tháng trước,"đồ ăn ngon, nv dễ thương, không gian chill và riêng tư, đẹp 🥰"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Duong Hoai Tam,5 sao,6 tháng trước,"Không gian quán sang trọng, đẹp, lịch sự. Món ăn âu ngon vừa vị. Decor nhiều phong cách khác nhau, đẹp đẻ, vào đây chỉ có mãi mê chụp ảnhp"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Vân Lê,2 sao,4 tháng trước,"Mình vừa ghé thăm quán vào cuối tuần vừa rồi với hy vọng có một bữa tối thư giãn, nhưng tiếc là trải nghiệm thực tế lại khá thất vọng.

1. Không gian & Trang trí: Thiếu sự chăm chút
Quán được trang trí theo phong cách ""công nghiệp"" có phần hơi quá đà, tạo cảm giác lạnh lẽo và thiếu ấm cúng. Điểm khiến mình thấy không hài lòng nhất là những chi tiết trang trí như hoa giả và nến để trên bàn hoặc trên kệ bám nhiều bụi, trông rất mất vệ sinh và có vẻ như lâu ngày không được lau chùi. Nó khiến mình cảm thấy không thoải mái ngay khi vừa ngồi xuống.

2. Bố trí bàn ghế: Chật chội và bất tiện
Bàn ăn được kê khá sát nhau và diện tích mỗi bàn rất nhỏ. Khi nhân viên phục vụ mang đồ ăn lên, bàn gần như không còn chỗ trống. Mình phải xếp chồng đĩa, dọn dẹo ly nước mới có chỗ để các món mới lên, việc này làm mất đi cảm giác thưởng thức một cách thoải mái. Ăn uống trở nên vội vã và lộn xộn.

3. Chất lượng đồ ăn & thức uống: Cần cải thiện nhiều
· Đồ ăn: Các món chính chỉ ở mức trung bình, khoảng 4/10. Hương vị không có điểm gì nổi bật, một số món nguội khá nhanh và cảm giác không được tươi.
· Thức uống & Tráng miệng: Đây có lẽ là điểm tệ nhất. Cả nước uống lẫn món tráng miệng đều quá ngọt, tạo cảm giác ngấy và không cân bằng được hương vị. Mình cảm thấy như đang uống siro nguyên chất vậy.
4. Dịch vụ: Thiếu sự chuyên nghiệp
Thái độ phục vụ của nhân viên là điều đáng nói. Không thấy một nụ cười hay lời chào thân thiện nào. Nhân viên mang đồ ăn lên với khuôn mặt hầm hầm, thiếu thiện cảm, khiến bầu không khí bữa ăn càng trở nên nặng nề.
5. Vấn đề lừa khách cọc trước và đánh giá trên google
Quán yêu cầu mình đặt cọc trước 100k giữ chỗ, và mình cũng hoan hỷ vì nghĩ dịp đặc biệt cho người yêu nên mình cũng vui vẻ cọc trước. Quán có yêu cầu thêm nếu đánh giá 5 sao trên google sẽ được hoàn lại 100k, mình cũng nghĩ đơn giản chắc quán cần quảng cáo thêm và mình đồng ý. Cái kết là mọi thứ mình và người yêu trải nghiệm nó không được hài lòng như trên. Menu món ăn chưa bao gồm VAT và phí phục vụ nhưng bạn nhân viên không hề báo trước với mình. Đồng ý là kinh doanh sẽ phải nộp thuế tiêu dùng. Tuy nhiên, đa phần khi đi ăn quán nào cũng để thông tin rõ ràng cho khách hoặc giới thiệu cho khách. Có nhiều quán nếu không yêu cầu lấy hoá đơn thì giá trên menu là giá thanh toán luôn. Mình gọi combo 599k được 4 món: mỗi món siêu ít, được vài miếng thịt, nước lại tính riêng. Nhưng số tiền phải trả khoảng 750k. Quán tạo cho mình cảm giác bị lừa ấy, chênh lệch không bao nhiêu nhưng điều không được biết trước mang cho mình và người yêu cảm giác thật tệ. Hôm đó, em ấy có một bữa tối sinh nhật không mấy vui vẻ.
Kết luận:
Với mức giá không hề rẻ, đây thực sự là một trải nghiệm không xứng đáng. Mình không có ý định quay lại quán lần nào nữa và cũng không giới thiệu nơi này cho bạn bè, người thân. Rất mong quán sẽ chú ý hơn đến việc vệ sinh, đào tạo lại nhân viên và điều chỉnh lại khẩu vị các món ăn."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Biển Bùi Quang,5 sao,5 tháng trước,"Đồ ăn ngon, không gian đẹp, mọi người nên đến trải nghiệm"
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Oanh Nguyen,5 sao,một tháng trước,"10 điểm không có nhưng ạ. Mình rất hài lòng về bữa tối ăn SN tại đất. Set 499k 2 người ăn no cả bụng, không gian riêng tư, decor đẹp mắt, chụp hình thoải mái. Cảm ơn Mr Saigon nhé."
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai",Yến Lê,5 sao,một tháng trước,"Không gian quán riêng tư , đồ ăn ngon hợp khẩu vị , nhân viên hỗ trợ nhiệt tình , đặc biệt chụp ảnh đẹp . ❤️ background đẹp huyền bí"
